SA2_code,y.cervical.female,sd.cervical.female
11001,-0.11653381625595151,0.2629132327618976
11002,-0.10536051565782628,0.11157612294123957
11003,-0.11653381625595151,0.3118520704551319
11004,-0.10536051565782628,0.11611130019493643
11005,0.058268908123975824,0.2813758487229176
11006,-0.040821994520255166,0.14677656757743926
11007,-0.10536051565782628,0.16760411580205922
11008,-0.06187540371808753,0.20323859200984715
11009,-0.10536051565782628,0.1954042103347479
11010,-0.12783337150988489,0.18313525126187324
11011,-0.12783337150988489,0.12304186572290213
11012,-0.16251892949777494,0.18437234094027555
11013,-0.18632957819149348,0.18808731376808577
11014,-0.2613647641344075,0.3193917743481208
11015,-0.13926206733350766,0.15549821725055152
11016,-0.19845093872383832,0.198505764455351
11017,0,0.26469071092610585
11018,0.009950330853168092,0.23789992252204267
11019,0.03922071315328133,0.2655076912153782
11020,-0.15082288973458366,0.1784049737141576
11021,0.2151113796169455,0.2589768383594614
11022,-0.10536051565782628,0.17970438448436332
11023,-0.07257069283483537,0.28630138145587053
11024,-0.01005033585350145,0.16200767122523582
11025,-0.09431067947124129,0.2481391669628903
11026,-0.020202707317519466,0.2627035454865441
11027,-0.07257069283483537,0.2195128250544139
11028,-0.12783337150988489,0.22954942381581536
11029,0.01980262729617973,0.20352434059285987
11030,0.009950330853168092,0.12484279975531258
11031,-0.13926206733350766,0.15549821725055152
11032,0.11332868530700327,0.1690597632420625
11033,-0.01005033585350145,0.20514919572934956
11034,-0.11653381625595151,0.19722497625969984
11035,-0.05129329438755058,0.19418216404599536
11036,-0.09431067947124129,0.17006509180701082
11037,0.12221763272424911,0.22896016013341258
11038,-0.13926206733350766,0.24995864231973317
11039,-0.12783337150988489,0.19908042651906938
11040,0.2700271372130602,0.18701514890739326
11041,-0.10536051565782628,0.1992548254548412
11042,-0.01005033585350145,0.18042859196100935
11043,-0.08338160893905101,0.1994215860648019
11044,0.08617769624105241,0.18617240975467567
11045,0.17395330712343798,0.17289302005368662
11046,0.131028262406404,0.20984491245865192
11047,-0.09431067947124129,0.17006509180701082
11048,0.04879016416943205,0.18873478096364948
11049,0.06765864847381486,0.1515226862827012
11050,0.22314355131420976,0.18886902753241053
11051,-0.030459207484708574,0.18355252787107598
11052,0.41871033485818504,0.3116883073076393
11053,0.13976194237515863,0.23141066474621214
11054,0.25464221837358075,0.23632529325343674
11055,0.04879016416943205,0.20524768121978812
11056,0.058268908123975824,0.19387041979958136
11057,0.10436001532424286,0.20225269009604402
11058,-0.37106368139083207,0.23328641715912474
11059,-0.35667494393873245,0.2577015046209213
11060,-0.10536051565782628,0.13820150721193858
11061,-0.07257069283483537,0.17479481124892632
11062,0.16551443847757333,0.16168964835036706
11063,-0.18632957819149348,0.301936064438601
11064,-0.07257069283483537,0.15087461436175773
11065,0.009950330853168092,0.1592516164877271
11066,-0.040821994520255166,0.20331450958779135
11067,0.01980262729617973,0.22969438874977344
11068,0.13976194237515863,0.17482867697404803
11069,0.01980262729617973,0.15051434313461934
11070,0.14842000511827322,0.26761452455313905
11071,-0.030459207484708574,0.1761581363901746
11072,0.06765864847381486,0.2765851648709589
11073,0.058268908123975824,0.18053099117492713
11074,0.10436001532424286,0.14331754360530716
11076,-0.05129329438755058,0.20865700952008495
11077,0.3293037471426003,0.2105273457075393
11078,0.04879016416943205,0.2306046549709475
11079,0.04879016416943205,0.13572478350540895
11080,-0.1743533871447778,0.26062531824795443
11081,-0.06187540371808753,0.14131978741583318
11082,-0.18632957819149348,0.20068558549786714
11083,0,0.1643283159026088
11084,-0.12783337150988489,0.21454233952689028
11085,-0.08338160893905101,0.2142111456940122
11086,-0.08338160893905101,0.16849065656662082
11087,-0.040821994520255166,0.19973411537419616
11088,-0.15082288973458366,0.22627168555989985
11089,-0.09431067947124129,0.18976653881098002
11090,-0.01005033585350145,0.23200824342599347
11091,-0.19845093872383832,0.215099229611249
11092,0.11332868530700327,0.16577869674701637
11093,0.1906203596086497,0.18239849433726424
11094,0.23111172096338664,0.17340195184813836
11095,0.23901690047049992,0.17794375736307097
11096,0.12221763272424911,0.1645245859883656
11097,0.28517894223366247,0.23546377819097583
11098,0.06765864847381486,0.14438684854048697
11099,0.10436001532424286,0.15362504733873547
11100,0.16551443847757333,0.21827163612253117
11101,0.2468600779315258,0.2042056959831697
11102,0.17395330712343798,0.2251185367177528
11103,0.14842000511827322,0.14457265883023704
11104,0.131028262406404,0.19783955663712427
11105,0.3074846997479607,0.17858944039226196
11106,0.0769610411361284,0.20371078462257314
11107,0.058268908123975824,0.16683341462585155
11108,0.0769610411361284,0.1876146837374068
11109,0.12221763272424911,0.1129449345233815
11110,0.04879016416943205,0.14311917498631033
11111,0.16551443847757333,0.17413426729126458
11112,-0.040821994520255166,0.2242847522845015
11113,0.009950330853168092,0.13657214578832216
11114,0.20701416938432612,0.1828059386049665
11115,0,0.15687994885100037
11116,0.009950330853168092,0.17741026194828968
11117,0.02955880224154443,0.15658848692840227
11118,0.14842000511827322,0.17667154934583357
11119,0.058268908123975824,0.23798960245459505
11120,0.0769610411361284,0.23743022943328232
