SA2_code,y.breast.female,sd.breast.female
11001,-0.1743533871447778,0.08895580976774378
11002,-0.020202707317519466,0.040036538490558826
11003,0.16551443847757333,0.10863367206258762
11004,0.02955880224154443,0.04273973625788716
11005,-0.10536051565782628,0.10238300788885267
11006,-0.030459207484708574,0.05480624929634539
11007,0,0.05782075780969555
11008,0.009950330853168092,0.07064779299240058
11009,0.009950330853168092,0.0662304140418319
11010,0.01980262729617973,0.0612037321831525
11011,0.02955880224154443,0.03816388422586654
11012,0.01980262729617973,0.0612037321831525
11013,-0.020202707317519466,0.06812826154312385
11014,0.08617769624105241,0.10914637561698252
11015,0.009950330853168092,0.05727923564851073
11016,0,0.07130711345671359
11017,0.04879016416943205,0.093021202445895207
11018,0,0.08010395347431873
11019,-0.040821994520255166,0.08767870251360162
11020,-0.06187540371808753,0.06129811828676702
11021,0.009950330853168092,0.08794450303101352
11022,0,0.05782075780969555
11023,-0.06187540371808753,0.09842023781861813
11024,0.01980262729617973,0.05674777301542054
11025,-0.09431067947124129,0.08263741221686538
11026,0.02955880224154443,0.08637349821613304
11027,0.01980262729617973,0.07434276080683347
11028,0.04879016416943205,0.08072653327290515
11029,0,0.07130711345671359
11030,0.009950330853168092,0.043550943342426957
11031,0.04879016416943205,0.05521101257154727
11032,0.058268908123975824,0.059022652550746
11033,0.03922071315328133,0.07301063451054758
11034,0.04879016416943205,0.06812826154312375
11035,0.03922071315328133,0.06874111937252891
11036,0.04879016416943205,0.06385874640510507
11037,0.058268908123975824,0.08002166912906615
11038,0.02955880224154443,0.08637349821613304
11039,0.02955880224154443,0.06936512052858618
11040,0.03922071315328133,0.06443557414504694
11041,0.058268908123975824,0.07172548501081089
11042,0.01980262729617973,0.0612037321831525
11043,0.03922071315328133,0.06443557414504694
11044,-0.030459207484708574,0.0641680547393028
11045,-0.06187540371808753,0.06129811828676702
11046,-0.18632957819149348,0.07952569934019639
11047,0.03922071315328133,0.06009338553897111
11048,-0.06187540371808753,0.07083492084398772
11049,-0.020202707317519466,0.04957334104777952
11050,-0.06187540371808753,0.06608880213872571
11051,0.04879016416943205,0.06812826154312375
11052,-0.08338160893905101,0.11384875067051513
11053,-0.09431067947124129,0.08263741221686538
11054,-0.18632957819149348,0.08993838894795511
11055,0.03922071315328133,0.07301063451054758
11056,-0.09431067947124129,0.07301063451054762
11057,-0.05129329438755058,0.07479769091422221
11058,0.01980262729617973,0.07434276080683347
11059,-0.040821994520255166,0.09213466168133358
11060,-0.05129329438755058,0.05106298905968502
11061,-0.040821994520255166,0.06009338553897121
11062,-0.05129329438755058,0.055899082914044086
11063,-0.1743533871447778,0.10403683131955216
11064,-0.05129329438755058,0.05106298905968502
11065,-0.01005033585350145,0.05837262815191036
11066,-0.020202707317519466,0.06812826154312385
11067,0.02955880224154443,0.08637349821613304
11068,-0.05129329438755058,0.06068976676600278
11069,-0.05129329438755058,0.055899082914044086
11070,-0.10536051565782628,0.10238300788885267
11071,-0.06187540371808753,0.06608880213872571
11072,-0.08338160893905101,0.10036239502349709
11073,-0.08338160893905101,0.06255220514914916
11074,-0.06187540371808753,0.05157965146498411
11076,-0.06187540371808753,0.07553729589752038
11077,-0.07257069283483537,0.07629170100559375
11078,-0.020202707317519466,0.08161461719014189
11079,-0.06187540371808753,0.046650105081444876
11080,-0.040821994520255166,0.08767870251360162
11081,0,0.04396821236788388
11082,0.01980262729617973,0.06562111113372117
11083,0,0.05782075780969555
11084,0.02955880224154443,0.06936512052858618
11085,0.009950330853168092,0.07502725405943704
11086,0.01980262729617973,0.05674777301542054
11087,0.01980262729617973,0.07000057220075763
11088,-0.020202707317519466,0.07715865802240994
11089,0,0.062355935063392404
11090,0.02955880224154443,0.08217426396280882
11091,0.058268908123975824,0.08002166912906615
11092,-0.07257069283483537,0.06191880459401399
11093,-0.05129329438755058,0.06543588547126479
11094,-0.07257069283483537,0.05703643162659016
11095,-0.07257069283483537,0.06675489844837307
11096,-0.09431067947124129,0.06319871515958456
11097,-0.040821994520255166,0.08767870251360162
11098,-0.040821994520255166,0.055347266833709205
11099,-0.05129329438755058,0.055899082914044086
11100,-0.07257069283483537,0.07629170100559375
11101,-0.01005033585350145,0.07643483583094902
11102,0.009950330853168092,0.08367498789299484
11103,-0.05129329438755058,0.05106298905968502
11104,-0.09431067947124129,0.06812826154312379
11105,-0.06187540371808753,0.05646202443240795
11106,-0.08338160893905101,0.07227067197093207
11107,-0.07257069283483537,0.05703643162659016
11108,-0.040821994520255166,0.06479576059250386
11109,-0.05129329438755058,0.041251069708721944
11110,-0.06187540371808753,0.05157965146498411
11111,-0.05129329438755058,0.06068976676600278
11112,-0.09431067947124129,0.08263741221686538
11113,-0.07257069283483537,0.052106885243050925
11114,-0.07257069283483537,0.06675489844837307
11115,-0.05129329438755058,0.06068976676600278
11116,-0.05129329438755058,0.06068976676600278
11117,-0.08338160893905101,0.05762265876560992
11118,-0.030459207484708574,0.0641680547393028
11119,-0.06187540371808753,0.08019672628694513
11120,-0.10536051565782628,0.08348439988867455
11121,-0.040821994520255166,0.07407245400229491
11122,-0.08338160893905101,0.06255220514914916
11123,-0.030459207484708574,0.0641680547393028
11124,-0.040821994520255166,0.08767870251360162
11125,-0.07257069283483537,0.052106885243050925
11126,-0.06187540371808753,0.08938984133933205
11127,-0.08338160893905101,0.07227067197093207
11128,-0.040821994520255166,0.10957923553249652
11129,-0.08338160893905101,0.04254163721380154
11130,-0.040821994520255166,0.06009338553897121
11131,0.009950330853168092,0.05727923564851073
11132,-0.030459207484708574,0.06878531775966909
11133,-0.030459207484708574,0.07789634704538657
11134,-0.040821994520255166,0.055347266833709205
11135,-0.01005033585350145,0.04439355968858666
11136,0.01980262729617973,0.05674777301542054
11137,-0.01005033585350145,0.07197887666321708
11138,0.08617769624105241,0.0898911062379789
11139,0.0769610411361284,0.08268156088488343
11140,0.02955880224154443,0.06502293192251035
11141,0.01980262729617973,0.05674777301542054
11142,0.01980262729617973,0.08291782117233411
11143,0.01980262729617973,0.07864830603431543
11144,0.01980262729617973,0.06562111113372117
11145,-0.01005033585350145,0.06748365743762784
11146,-0.01005033585350145,0.05837262815191036
11147,0.009950330853168092,0.06177445487409995
11148,0.009950330853168092,0.07064779299240058
