SA2_code,y.nh_lymph.male,sd.nh_lymph.male,y.nh_lymph.female,sd.nh_lymph.female,y.nh_lymph.persons,sd.nh_lymph.persons
11001,-0.020202707317519466,0.1159269779091049,0,0.11791414334866665,0,0.10145451976794141
11002,-0.05129329438755058,0.04618061609226118,-0.030459207484708574,0.050060130591083385,-0.040821994520255166,0.04572048912739144
11003,-0.030459207484708574,0.13748781018122883,-0.030459207484708574,0.13345455533066083,-0.020202707317519466,0.12005820761962498
11004,-0.05129329438755058,0.05106298905968502,-0.040821994520255166,0.055347266833709205,-0.05129329438755058,0.05106298905968502
11005,0.02955880224154443,0.13803356643305803,-0.09431067947124129,0.12384218601505843,-0.030459207484708574,0.11699493174993558
11006,-0.05129329438755058,0.06068976676600278,-0.05129329438755058,0.06068976676600278,-0.06187540371808753,0.05646202443240795
11007,-0.040821994520255166,0.06945519098192862,-0.040821994520255166,0.06945519098192862,-0.040821994520255166,0.06479576059250386
11008,-0.05129329438755058,0.0839908059666091,-0.030459207484708574,0.09126490438927642,-0.040821994520255166,0.07864830603431554
11009,-0.01005033585350145,0.08085221478151769,-0.040821994520255166,0.07864830603431554,-0.020202707317519466,0.0726634387968207
11010,-0.040821994520255166,0.07864830603431554,-0.040821994520255166,0.07407245400229491,-0.05129329438755058,0.07013826052479745
11011,-0.040821994520255166,0.055347266833709205,-0.030459207484708574,0.050060130591083385,-0.040821994520255166,0.0505565829817505
11012,-0.040821994520255166,0.07864830603431554,-0.030459207484708574,0.0823915662709758,-0.040821994520255166,0.07407245400229491
11013,-0.020202707317519466,0.08161461719014189,-0.040821994520255166,0.07864830603431554,-0.030459207484708574,0.07336116979168972
11014,-0.030459207484708574,0.14148943133481348,-0.12783337150988489,0.13207226220218823,-0.10536051565782628,0.12060651942052565
11015,-0.040821994520255166,0.06009338553897121,-0.06187540371808753,0.06608880213872571,-0.06187540371808753,0.06129811828676702
11016,-0.05129329438755058,0.0839908059666091,-0.06187540371808753,0.08481398930731142,-0.06187540371808753,0.08019672628694513
11017,-0.09431067947124129,0.11047362867116857,-0.020202707317519466,0.1159269779091049,-0.07257069283483537,0.10387701798022418
11018,-0.09431067947124129,0.1013625993854511,0,0.10561947417567659,-0.05129329438755058,0.08852598322030597
11019,0.0769610411361284,0.12135188709382919,-0.030459207484708574,0.12115988615767076,0.058268908123975824,0.10019046441306373
11020,0.02955880224154443,0.07794018089408683,-0.030459207484708574,0.0823915662709758,0.01980262729617973,0.07000057220075763
11021,-0.07257069283483537,0.10387701798022418,-0.01005033585350145,0.11074719654991204,-0.040821994520255166,0.09655204063190224
11022,-0.030459207484708574,0.07789634704538657,-0.030459207484708574,0.07789634704538657,-0.020202707317519466,0.06812826154312385
11023,0.08617769624105241,0.12770129611232678,-0.05129329438755058,0.11919125060280876,0.03922071315328133,0.11384875067051517
11024,-0.05129329438755058,0.07013826052479745,-0.020202707317519466,0.0726634387968207,-0.030459207484708574,0.0641680547393028
11025,0.08617769624105241,0.1053530192457998,-0.020202707317519466,0.11176202350136971,0.06765864847381486,0.09539978056110504
11026,-0.08338160893905101,0.11384875067051513,-0.01005033585350145,0.11897647304475062,-0.05129329438755058,0.1018945405641958
11027,-0.01005033585350145,0.08957386445462999,0.009950330853168092,0.09637782035305974,0.01980262729617973,0.08291782117233411
11028,0.02955880224154443,0.10283312179685827,0,0.10145451976794141,0.02955880224154443,0.09053845262386821
11029,-0.020202707317519466,0.09041145720774703,0.02955880224154443,0.09053845262386821,0.009950330853168092,0.07502725405943704
11030,0.01980262729617973,0.05225255378983132,-0.020202707317519466,0.05427571610131218,0,0.05324490577767493
11031,0.01980262729617973,0.07000057220075763,-0.030459207484708574,0.07336116979168972,-0.01005033585350145,0.05837262815191036
11032,0.04879016416943205,0.07656157886516997,-0.020202707317519466,0.07715865802240994,0.01980262729617973,0.06562111113372117
11033,0.009950330853168092,0.08794450303101352,0,0.08875168730787653,0,0.08010395347431873
11034,0.04879016416943205,0.08485776298342522,0.03922071315328133,0.08974013595084906,0.06765864847381486,0.07932903206142597
11035,0.03922071315328133,0.08974013595084906,-0.030459207484708574,0.0823915662709758,0.009950330853168092,0.07502725405943704
11036,0.03922071315328133,0.07724471757926958,-0.040821994520255166,0.06945519098192862,0,0.06685115428898164
11037,0,0.10145451976794141,0.01980262729617973,0.1037453693969541,0.01980262729617973,0.09135113849438033
11038,0,0.10975070388619668,0,0.11384875067051518,0,0.09725528551461719
11039,0.0769610411361284,0.08668318203846807,-0.01005033585350145,0.09387940968211196,0.058268908123975824,0.07589043941854608
11040,-0.020202707317519466,0.08603199614071055,0.04879016416943205,0.08485776298342522,0.01980262729617973,0.07434276080683347
11041,0.009950330853168092,0.08367498789299484,-0.07257069283483537,0.08565350644855117,-0.06187540371808753,0.07553729589752038
11042,-0.01005033585350145,0.08085221478151769,0.01980262729617973,0.07864830603431543,0.009950330853168092,0.0662304140418319
11043,0.01980262729617973,0.08715190424105611,-0.040821994520255166,0.08767870251360162,-0.01005033585350145,0.07197887666321708
