SA2_code,y.kidney.male,sd.kidney.male,y.kidney.female,sd.kidney.female,y.kidney.persons,sd.kidney.persons
11347,-0.127833372,0.132072262,-0.15082289,0.174205739,-0.174353387,0.128221647
11348,-0.083381609,0.113848751,0.029558802,0.152931094,-0.040821995,0.10527369
11349,-0.083381609,0.095786543,-0.139262067,0.128872833,-0.127833372,0.094950143
11350,0.029558802,0.122687926,-0.030459207,0.176158136,0.029558802,0.114838478
11351,0,0.10145452,0.131028262,0.143408872,0.076961041,0.094593481
11352,-0.105360516,0.111576123,-0.061875404,0.149483227,-0.105360516,0.097723577
11353,-0.094310679,0.092085906,0.048790164,0.120606519,-0.051293294,0.088525983
11354,-0.061875404,0.089389841,0.067658648,0.118594869,-0.020202707,0.081614617
11355,-0.061875404,0.107293576,-0.010050336,0.14289667,-0.051293294,0.101894541
11356,-0.072570693,0.099381799,0.019802627,0.131545464,-0.051293294,0.093021202
11357,-0.072570693,0.090270769,0.039220713,0.13310402,-0.030459207,0.091264904
11358,-0.072570693,0.112750356,0.086177696,0.156053261,-0.010050336,0.106582242
11359,0.029558802,0.098767729,0.039220713,0.13310402,0.048790164,0.093021202
11360,-0.061875404,0.111673037,0.039220713,0.151658941,-0.030459207,0.104292099
11361,-0.061875404,0.098420238,0,0.133859319,-0.040821995,0.087678703
11362,-0.051293294,0.088525983,-0.051293294,0.127624568,-0.051293294,0.083990806
11363,-0.083381609,0.104897572,-0.030459207,0.145459911,-0.072570693,0.099381799
11364,-0.040821995,0.078648306,-0.040821995,0.109579236,-0.040821995,0.078648306
11365,-0.127833372,0.10918932,-0.030459207,0.15330936,-0.105360516,0.107000271
11366,-0.116533816,0.098721866,-0.040821995,0.130578252,-0.105360516,0.093021202
11367,-0.061875404,0.098420238,-0.030459207,0.133454555,-0.051293294,0.097477162
11368,-0.139262067,0.091062643,0.029558802,0.130418439,-0.094310679,0.087383531
11369,-0.127833372,0.104486945,0.048790164,0.146776568,-0.072570693,0.099381799
11370,-0.094310679,0.096745336,0.009950331,0.1248428,-0.061875404,0.084813989
11371,-0.127833372,0.132072262,-0.010050336,0.173139838,-0.083381609,0.11826613
11372,-0.061875404,0.120320771,0.09531018,0.161632383,0.009950331,0.112837444
11373,-0.051293294,0.11061619,0.029558802,0.149247294,-0.010050336,0.102383008
11374,-0.15082289,0.101843395,-0.072570693,0.138480383,-0.15082289,0.096961022
11375,-0.072570693,0.090270769,-0.051293294,0.123425334,-0.061875404,0.089389841
11376,-0.116533816,0.098721866,-0.061875404,0.124590286,-0.116533816,0.089185063
11377,-0.094310679,0.101362599,-0.072570693,0.142645338,-0.105360516,0.097723577
11378,-0.139262067,0.115020288,-0.083381609,0.156390388,-0.15082289,0.111470173
11379,-0.072570693,0.112750356,-0.020202707,0.144166822,-0.051293294,0.106274002
11380,-0.127833372,0.10918932,-0.105360516,0.146776568,-0.15082289,0.106679489
11381,-0.139262067,0.119679718,-0.139262067,0.164073278,-0.162518929,0.107810762
11382,-0.083381609,0.131293325,0,0.168012116,-0.051293294,0.114921735
11383,-0.030459207,0.112795697,-0.051293294,0.152119068,-0.030459207,0.104292099
11384,-0.072570693,0.112750356,-0.127833372,0.15824231,-0.116533816,0.108083671
11385,0.058268908,0.15631337,-0.46203546,0.240809077,-0.139262067,0.151156029
11386,-0.030459207,0.108561614,-0.162518929,0.149768975,-0.083381609,0.095786543
11387,0.058268908,0.177140918,-0.186329578,0.236714957,-0.030459207,0.164861644
11388,-0.010050336,0.102383008,-0.186329578,0.12958583,-0.083381609,0.095786543
11389,-0.061875404,0.137188558,-0.072570693,0.193905813,-0.072570693,0.130047066
11390,-0.010050336,0.098148925,-0.116533816,0.130763142,-0.051293294,0.093021202
11391,-0.020202707,0.099059191,-0.116533816,0.139559982,-0.061875404,0.093925019
11392,-0.040821995,0.109579236,-0.030459207,0.145459911,-0.030459207,0.099986554
11393,-0.040821995,0.096552041,-0.105360516,0.129479858,-0.072570693,0.090270769
11394,0.009950331,0.09637782,-0.105360516,0.129479858,-0.020202707,0.086031996
11395,-0.083381609,0.104897572,-0.094310679,0.149572213,-0.105360516,0.102383008
11396,-0.030459207,0.112795697,-0.072570693,0.150874614,-0.051293294,0.11061619
11397,-0.040821995,0.083183483,-0.030459207,0.121159886,-0.040821995,0.083183483
11398,-0.342490309,0.115283925,-0.328504067,0.152063704,-0.415515444,0.104486945
11399,-0.248461359,0.116458496,-0.328504067,0.162476393,-0.328504067,0.108148087
11400,-0.314710745,0.123540843,-0.430782916,0.160331173,-0.430782916,0.112276472
11401,-0.356674944,0.122520984,-0.248461359,0.166031837,-0.385662481,0.119816118
11402,-0.342490309,0.115283925,-0.235722334,0.149995531,-0.356674944,0.105026558
11403,-0.174353387,0.094032509,-0.061875404,0.133023603,-0.162518929,0.093021202
11404,-0.248461359,0.156495034,0.019802627,0.21019377,-0.198450939,0.149878122
11405,-0.223143551,0.108721028,-0.174353387,0.142200716,-0.261364764,0.101780286
11406,-0.198450939,0.101250479,-0.162518929,0.136162727,-0.235722334,0.094096449
11407,-0.139262067,0.105571794,-0.210721031,0.132403671,-0.186329578,0.089938389
11408,-0.186329578,0.100142811,-0.198450939,0.130979514,-0.210721031,0.091970318
11409,-0.15082289,0.116216291,-0.072570693,0.158973262,-0.127833372,0.10918932
11410,-0.127833372,0.10918932,-0.162518929,0.145273756,-0.15082289,0.101843395
11411,-0.162518929,0.087994521,-0.174353387,0.118684845,-0.198450939,0.080422931
11412,-0.235722334,0.104726085,-0.15082289,0.139306389,-0.261364764,0.096323506
11413,-0.385662481,0.125714497,-0.314710745,0.160566707,-0.415515444,0.110747197
11414,-0.415515444,0.129079854,-0.314710745,0.165643406,-0.46203546,0.121883627
11415,-0.415515444,0.163879982,-0.328504067,0.206869953,-0.446287103,0.14477968
11416,-0.430782916,0.148735127,-0.400477567,0.183497741,-0.527632742,0.142434379
11417,-0.430782916,0.177245565,-0.301105093,0.224932161,-0.46203546,0.164680302
11418,-0.105360516,0.129479858,-0.287682072,0.171669508,-0.198450939,0.121261047
11419,-0.174353387,0.132924022,-0.116533816,0.181403427,-0.174353387,0.123475528
11420,-0.46203546,0.214904829,-0.235722334,0.261915342,-0.430782916,0.182761338
11421,-0.314710745,0.160566707,-0.116533816,0.20877726,-0.274436846,0.145095498
11422,-0.400477567,0.178155241,-0.105360516,0.229056235,-0.314710745,0.155438984
11423,-0.415515444,0.163879982,-0.083381609,0.199421586,-0.328504067,0.141434068
11424,-0.186329578,0.115076679,-0.198450939,0.154495385,-0.223143551,0.113848751
11425,-0.186329578,0.115076679,-0.186329578,0.152886869,-0.223143551,0.108721028
11426,-0.174353387,0.123475528,-0.127833372,0.162476393,-0.174353387,0.113848751
11427,-0.15082289,0.116216291,-0.223143551,0.143577785,-0.198450939,0.101250479
11428,-0.174353387,0.099059191,-0.162518929,0.126886034,-0.186329578,0.084758608
11429,-0.198450939,0.121261047,-0.198450939,0.163606414,-0.223143551,0.108721028
11430,-0.15082289,0.106679489,-0.235722334,0.140277065,-0.210721031,0.102383008
11431,-0.235722334,0.135347518,-0.105360516,0.183674864,-0.210721031,0.127521298
11432,-0.174353387,0.113848751,-0.186329578,0.157422046,-0.210721031,0.11258743
11433,0.104360015,0.107372819,-0.030459207,0.141489431,0.058268908,0.104130284
11434,0.122217633,0.130723879,0.067658648,0.175740307,0.122217633,0.120131026
11435,0.165514438,0.098040819,0.029558802,0.13424021,0.148420005,0.095945016
11436,0.231111721,0.118684845,0.039220713,0.155290302,0.21511138,0.107222631
11437,0.086177696,0.097680633,0.019802627,0.13921785,0.076961041,0.094593481
11438,0.113328685,0.106507558,0.009950331,0.144244532,0.09531018,0.100693589
11440,-0.020202707,0.090411457,-0.040821995,0.118082834,-0.051293294,0.083990806
11441,0.009950331,0.100542775,-0.040821995,0.142774946,-0.030459207,0.099986554
11442,-0.020202707,0.124156254,-0.072570693,0.162974883,-0.061875404,0.111673037
11443,0,0.113848751,-0.010050336,0.154448954,-0.030459207,0.108561614
11444,0.198850859,0.115518815,0.076961041,0.153813977,0.198850859,0.108805506
11445,0.139761942,0.11826613,-0.030459207,0.161039872,0.086177696,0.116649512
11446,0.131028262,0.086263434,0.019802627,0.119816118,0.113328685,0.083828087
11447,0.122217633,0.098261789,-0.040821995,0.130578252,0.076961041,0.090653662
11448,0.048790164,0.08895581,0.048790164,0.128221647,0.058268908,0.088185109
11449,-0.051293294,0.106274002,-0.040821995,0.146776568,-0.072570693,0.108332977
11450,0.058268908,0.115770426,0,0.153114588,0.039220713,0.105938451
11451,-0.030459207,0.091264904,0.029558802,0.126567824,-0.030459207,0.095644365
11452,-0.083381609,0.113848751,-0.020202707,0.159628735,-0.094310679,0.110473629
11453,-0.083381609,0.109392792,0.029558802,0.152931094,-0.083381609,0.113848751
11454,0.009950331,0.087944503,0.067658648,0.114801513,0.029558802,0.086373498
11455,-0.094310679,0.119424807,0.009950331,0.159251616,-0.094310679,0.114968848
11456,0,0.071307113,0.029558802,0.098767729,0.009950331,0.070647793
11457,0.157003749,0.11991752,0.300104592,0.155209885,0.270027137,0.105207674
11458,0.039220713,0.085608906,0.262364264,0.121638277,0.148420005,0.081155456
11459,0.067658648,0.091429301,0.182321557,0.120606519,0.139761942,0.085572835
11460,0.113328685,0.124666204,0.165514438,0.1679499,0.165514438,0.115575331
11461,0.067658648,0.107129127,0.21511138,0.142645338,0.139761942,0.100362395
11462,0.067658648,0.107129127,0.254642218,0.143801608,0.165514438,0.098040819
11463,0.039220713,0.077244718,0.173953307,0.111269786,0.104360015,0.076674593
11464,0.122217633,0.109313573,0.31481074,0.147706748,0.246860078,0.100931502
11465,0.029558802,0.114838478,0.131028262,0.160029367,0.09531018,0.111990082
11466,0.048790164,0.128221647,0.139761942,0.168490657,0.104360015,0.118424603
11467,0.113328685,0.110191358,0.09531018,0.144452171,0.139761942,0.103993756
11468,0.039220713,0.097903575,0.086177696,0.127701296,0.076961041,0.090653662
11469,0.039220713,0.109908931,0.182321557,0.153114588,0.113328685,0.110191358
11470,-0.010050336,0.118976473,0.329303747,0.164806857,0.131028262,0.112055413
11471,0.076961041,0.078648306,0.292669614,0.112323476,0.19062036,0.074414223
11472,-0.030459207,0.095644365,-0.010050336,0.127075121,-0.020202707,0.086031996
11473,-0.040821995,0.100931502,-0.072570693,0.138480383,-0.051293294,0.093021202
11474,-0.061875404,0.089389841,-0.083381609,0.126987779,-0.083381609,0.08650985
11475,-0.051293294,0.127624568,-0.040821995,0.17014878,-0.061875404,0.128824369
11476,-0.072570693,0.085653506,0.029558802,0.122687926,-0.030459207,0.082391566
11477,-0.030459207,0.095644365,-0.020202707,0.132254902,-0.020202707,0.090411457
11478,-0.040821995,0.118082834,-0.010050336,0.154448954,-0.020202707,0.107562789
11479,-0.030459207,0.099986554,0.009950331,0.132692248,-0.010050336,0.089573864
11480,0.039220713,0.097903575,0.104360015,0.129242056,0.09531018,0.089141305
11481,0.039220713,0.105938451,0.019802627,0.143011207,0.048790164,0.101056078
11482,0.09531018,0.081291856,0.086177696,0.112911736,0.122217633,0.07929291
11483,0.039220713,0.10193683,0.009950331,0.132692248,0.048790164,0.08895581
11484,0.058268908,0.100190464,0.076961041,0.128746279,0.09531018,0.089141305
11485,0.019802627,0.095516093,0.076961041,0.128746279,0.048790164,0.093021202
11486,0.067658648,0.12236023,0.039220713,0.158895999,0.086177696,0.112911736
11487,0.048790164,0.128221647,0.048790164,0.168186873,0.076961041,0.121351887
11488,0.048790164,0.093021202,0.029558802,0.122687926,0.048790164,0.08895581
11489,-0.051293294,0.097477162,0.048790164,0.135724784,-0.020202707,0.094753646
11490,-0.061875404,0.102876197,-0.051293294,0.148117446,-0.083381609,0.100362395
11491,0,0.088751687,-0.040821995,0.126447022,-0.030459207,0.086847525
11492,-0.030459207,0.086847525,0,0.117914143,-0.020202707,0.081614617
11493,0.131028262,0.101160962,-0.083381609,0.13556284,0.067658648,0.095399781
11494,0.048790164,0.105026558,-0.030459207,0.149399731,0.029558802,0.098767729
11495,-0.072570693,0.099381799,-0.094310679,0.132563836,-0.083381609,0.09116928
11496,-0.127833372,0.090114049,-0.061875404,0.124590286,-0.127833372,0.085231676
11497,-0.116533816,0.089185063,-0.116533816,0.121811964,-0.139262067,0.081155456
11498,-0.162518929,0.140738579,-0.223143551,0.176204686,-0.223143551,0.133859319
11499,-0.174353387,0.155806964,-0.223143551,0.206869953,-0.235722334,0.154786215
11500,-0.127833372,0.090114049,-0.174353387,0.113848751,-0.174353387,0.083828087
11501,-0.198450939,0.106327178,-0.235722334,0.145159438,-0.248461359,0.100595951
11502,-0.094310679,0.105938451,-0.210721031,0.137239765,-0.15082289,0.096961022
11503,-0.020202707,0.128221647,-0.094310679,0.174066713,-0.030459207,0.112795697
11504,0.131028262,0.104818354,0.067658648,0.140781151,0.148420005,0.099576377
11505,0.058268908,0.088185109,0.104360015,0.118424603,0.104360015,0.084524042
11506,0.067658648,0.08742768,0,0.117914143,0.048790164,0.084857763
11507,0.048790164,0.093021202,0.039220713,0.13310402,0.058268908,0.088185109
11508,0.019802627,0.115845638,0,0.153114588,0.009950331,0.108772051
11509,0.048790164,0.097054457,0.029558802,0.130418439,0.048790164,0.08895581
11510,0.048790164,0.08895581,0.039220713,0.11775838,0.058268908,0.084119716
11511,-0.061875404,0.102876197,0.009950331,0.136572146,-0.051293294,0.093021202
11512,0.029558802,0.094669682,0,0.133859319,0.019802627,0.091351138
11513,0.009950331,0.087944503,0.009950331,0.12087232,0.009950331,0.087944503
11514,0.029558802,0.118778297,-0.030459207,0.164861644,0,0.117914143
11515,0.048790164,0.101056078,-0.010050336,0.135047222,0.039220713,0.093838183
11516,0.039220713,0.105938451,-0.061875404,0.141319787,0.009950331,0.09637782
11517,0.048790164,0.105026558,0.009950331,0.140422761,0.039220713,0.10193683
11518,0.039220713,0.10193683,0.113328685,0.138741692,0.086177696,0.097680633
11519,0.104360015,0.096076326,0.019802627,0.127665566,0.104360015,0.088403939
11520,-0.020202707,0.103328706,-0.010050336,0.14289667,-0.020202707,0.094753646
11521,0.067658648,0.107129127,0.076961041,0.150307406,0.09531018,0.108252306
11522,-0.020202707,0.099059191,0.058268908,0.134599281,0.009950331,0.092178586
11523,-0.010050336,0.085231676,0.039220713,0.125488892,0.009950331,0.083674988
11524,0.009950331,0.087944503,-0.051293294,0.119191251,-0.020202707,0.086031996
11525,0.029558802,0.090538453,-0.010050336,0.118976473,0.009950331,0.083674988
11526,0.019802627,0.087151904,-0.030459207,0.121159886,-0.010050336,0.085231676
11527,-0.127833372,0.118466014,-0.030459207,0.15330936,-0.105360516,0.107000271
11528,-0.274436846,0.134891076,-0.162518929,0.175939024,-0.301105093,0.127454999
11529,-0.040821995,0.109579236,-0.083381609,0.148161111,-0.072570693,0.103877018
11530,-0.040821995,0.130578252,0.009950331,0.166592809,-0.010050336,0.114878426
11531,-0.051293294,0.11061619,-0.072570693,0.146776568,-0.061875404,0.098420238
11532,-0.051293294,0.11061619,-0.094310679,0.153737168,-0.083381609,0.104897572
11533,-0.020202707,0.124156254,-0.105360516,0.163506069,-0.072570693,0.117129817
11534,0.148420005,0.179773103,0.292669614,0.245947731,0.270027137,0.159279838
11535,0.009950331,0.100542775,0,0.137768948,0.009950331,0.09637782
11536,-0.010050336,0.123041866,-0.061875404,0.173217929,-0.020202707,0.115926978
11537,-0.051293294,0.106274002,-0.083381609,0.143996157,-0.083381609,0.109392792
11538,-0.010050336,0.110747197,-0.083381609,0.139796923,-0.040821995,0.100931502
21001,0.076961041,0.106233623,0.067658648,0.13714979,0.086177696,0.101531248
21002,0.086177696,0.116649512,0.039220713,0.151658941,0.076961041,0.09850311
21003,0.148420005,0.106762469,0.039220713,0.136869381,0.131028262,0.09376657
21004,0.113328685,0.099059191,0.009950331,0.136572146,0.086177696,0.089891106
21005,0.067658648,0.12236023,0.009950331,0.166592809,0.058268908,0.115770426
21006,0.09531018,0.126673227,0.029558802,0.174492222,0.086177696,0.120360104
21007,0.067658648,0.107129127,0.048790164,0.150407929,0.067658648,0.103249229
21008,0.19062036,0.116372436,0.157003749,0.156495034,0.231111721,0.102383008
21009,0.086177696,0.085951287,0.009950331,0.116870699,0.076961041,0.086683182
21010,0.067658648,0.08742768,0.104360015,0.118424603,0.104360015,0.080614413
21011,0.086177696,0.097680633,0.058268908,0.134599281,0.09531018,0.096871818
21012,0.086177696,0.093800735,0.048790164,0.120606519,0.09531018,0.089141305
21013,0.009950331,0.100542775,0.086177696,0.138518749,0.048790164,0.101056078
21014,0.039220713,0.097903575,0.048790164,0.131987008,0.058268908,0.092218363
21015,0.09531018,0.104486945,0.058268908,0.145571835,0.113328685,0.099059191
21016,0.058268908,0.180530991,0.262364264,0.227383433,0.182321557,0.162476393
21017,-0.010050336,0.098148925,0.131028262,0.140018799,0.048790164,0.101056078
21018,0.067658648,0.114801513,0.139761942,0.145666221,0.122217633,0.098261789
21019,0.048790164,0.124428291,0.223143551,0.165805029,0.148420005,0.113848751
21020,0.019802627,0.111844017,0.198850859,0.147820998,0.104360015,0.103635043
21021,0.131028262,0.119191251,0.113328685,0.155806964,0.173953307,0.107810762
21022,0.076961041,0.117614112,0.139761942,0.152292341,0.122217633,0.101972381
21023,0.048790164,0.116755904,0.113328685,0.155806964,0.09531018,0.115700673
21024,0.076961041,0.128746279,0.113328685,0.169059763,0.131028262,0.119191251
21025,0.058268908,0.123385553,0.173953307,0.169828722,0.131028262,0.115635807
21026,0.048790164,0.093021202,0.09531018,0.133859319,0.09531018,0.089141305
21027,-0.030459207,0.168655,0.19062036,0.23289943,0.058268908,0.15631337
21028,0.029558802,0.086373498,0.131028262,0.115635807,0.09531018,0.077321377
21029,0.029558802,0.102833122,0.076961041,0.13964073,0.076961041,0.094593481
21030,0.039220713,0.109908931,0.104360015,0.139834908,0.09531018,0.096871818
21031,0.058268908,0.100190464,0.019802627,0.13921785,0.058268908,0.100190464
21032,0.019802627,0.087151904,0.104360015,0.118424603,0.067658648,0.083394425
21033,-0.030459207,0.086847525,0.076961041,0.125062479,0.019802627,0.082917821
21034,0.067658648,0.107129127,0.09531018,0.151393831,0.104360015,0.096076326
21035,0.076961041,0.086683182,0.048790164,0.112876007,0.086177696,0.077979186
21036,0.039220713,0.093838183,0.009950331,0.1248428,0.029558802,0.090538453
21037,0.076961041,0.117614112,-0.105360516,0.159374839,0,0.109750704
21038,0.182321557,0.107000271,0.122217633,0.144514018,0.207014169,0.094401999
21039,0.039220713,0.10193683,-0.061875404,0.141319787,-0.010050336,0.09387941
21040,0.058268908,0.100190464,-0.051293294,0.140018799,0.009950331,0.09637782
21041,0.039220713,0.097903575,-0.030459207,0.129389163,0.009950331,0.087944503
21042,0.048790164,0.101056078,-0.020202707,0.136256523,0.019802627,0.091351138
21043,0.086177696,0.093800735,0,0.133859319,0.067658648,0.091429301
21044,0.086177696,0.131332657,-0.030459207,0.179868728,0.058268908,0.123385553
21045,0.09531018,0.119384473,-0.020202707,0.159628735,0.067658648,0.107129127
21046,0.039220713,0.121638277,-0.010050336,0.162007671,0.019802627,0.107810762
21047,0.048790164,0.112876007,0.048790164,0.154013626,0.048790164,0.101056078
21048,0.009950331,0.128782619,-0.040821995,0.173942136,-0.010050336,0.118976473
21049,0.019802627,0.119816118,-0.061875404,0.169338031,-0.020202707,0.120058208
21050,0.019802627,0.103745369,-0.127833372,0.145325061,-0.051293294,0.093021202
21051,-0.030459207,0.161039872,0.058268908,0.213247587,0,0.149321232
21052,-0.051293294,0.144084192,-0.051293294,0.201470918,-0.083381609,0.139796923
21053,0,0.113848751,0,0.153114588,-0.020202707,0.111762024
21054,0.019802627,0.099647323,0.048790164,0.131987008,0.048790164,0.097054457
21055,0,0.088751687,0.058268908,0.119592197,0.039220713,0.081443952
21056,0.009950331,0.112837444,0.048790164,0.154013626,0.029558802,0.110867998
21057,0.019802627,0.091351138,-0.030459207,0.129389163,0.009950331,0.087944503
21058,-0.010050336,0.102383008,0.104360015,0.146776568,0.048790164,0.101056078
21059,-0.010050336,0.146776568,0.157003749,0.202490492,0.076961041,0.143221124
21060,0.009950331,0.087944503,0.076961041,0.117614112,0.048790164,0.080726533
21061,0.039220713,0.11775838,-0.010050336,0.165745447,0.039220713,0.113848751
21062,0.019802627,0.099647323,0.048790164,0.139435375,0.048790164,0.097054457
21063,0,0.178906567,0.067658648,0.230170992,0.039220713,0.158895999
21064,0.039220713,0.10193683,0.029558802,0.145536703,0.058268908,0.104130284
21065,0,0.109750704,-0.061875404,0.145417834,-0.020202707,0.107562789
21066,0.223143551,0.15084196,0.086177696,0.192630776,0.198850859,0.135144468
21067,0.029558802,0.082174264,0,0.109750704,0.029558802,0.077940181
21068,0.048790164,0.124428291,-0.061875404,0.169338031,0.019802627,0.119816118
21069,0.067658648,0.107129127,0.019802627,0.13921785,0.076961041,0.09850311
21070,0.039220713,0.093838183,-0.051293294,0.123425334,0.009950331,0.092178586
21071,0.104360015,0.125661661,-0.030459207,0.161039872,0.086177696,0.120360104
21072,0.048790164,0.093021202,-0.010050336,0.131076742,0.039220713,0.093838183
21073,0.076961041,0.121351887,-0.083381609,0.160455781,0.029558802,0.110867998
21074,0.048790164,0.097054457,-0.030459207,0.13748781,0.029558802,0.090538453
21075,0.09531018,0.108252306,-0.030459207,0.145459911,0.076961041,0.102383008
21076,0.09531018,0.096871818,0.09531018,0.137414762,0.131028262,0.09376657
21077,0.076961041,0.078648306,-0.020202707,0.107562789,0.058268908,0.075890439
21078,0.113328685,0.110191358,0,0.149321232,0.104360015,0.099869682
21079,0.157003749,0.10946929,0.019802627,0.13921785,0.148420005,0.095945016
21081,0.104360015,0.146776568,-0.020202707,0.196349909,0.086177696,0.131332657
21082,0.019802627,0.091351138,0,0.121947398,0.029558802,0.082174264
21084,0,0.125949019,-0.020202707,0.17463582,0,0.117914143
21085,-0.094310679,0.110473629,-0.083381609,0.148161111,-0.116533816,0.112700934
21086,0.076961041,0.132403671,-0.051293294,0.183049997,0.048790164,0.128221647
21087,0.039220713,0.113848751,0.009950331,0.159251616,0.039220713,0.109908931
21088,0.104360015,0.238071189,0.39877612,0.316362857,0.292669614,0.22921823
21089,0.058268908,0.104130284,0.029558802,0.145536703,0.058268908,0.096219985
21090,0.104360015,0.096076326,-0.040821995,0.138741692,0.067658648,0.091429301
21091,0.076961041,0.174361885,0.19062036,0.227528811,0.148420005,0.157655532
21092,0.039220713,0.222966054,0.009950331,0.308793525,0.029558802,0.243499388
21093,0.131028262,0.104818354,0.076961041,0.13964073,0.148420005,0.092287623
21094,0.067658648,0.095399781,-0.020202707,0.124156254,0.048790164,0.08895581
21095,0.122217633,0.101972381,0.019802627,0.13921785,0.113328685,0.099059191
21096,0.058268908,0.11191981,0.086177696,0.156053261,0.086177696,0.105353019
21097,0.048790164,0.105026558,0.009950331,0.151803249,0.039220713,0.10193683
21098,0.076961041,0.102383008,0.019802627,0.146776568,0.076961041,0.102383008
21099,0.039220713,0.10193683,-0.010050336,0.138987041,0.039220713,0.097903575
21100,0.029558802,0.098767729,-0.020202707,0.140227003,0.019802627,0.099647323
21101,0.048790164,0.08895581,-0.020202707,0.128221647,0.029558802,0.090538453
21102,0.058268908,0.100190464,-0.030459207,0.133454555,0.029558802,0.098767729
21103,0.019802627,0.123755937,-0.083381609,0.180310585,-0.030459207,0.121159886
21104,0.048790164,0.120606519,-0.020202707,0.163422092,0.039220713,0.113848751
21105,-0.030459207,0.104292099,-0.223143551,0.143577785,-0.116533816,0.098721866
21106,-0.094310679,0.101362599,-0.198450939,0.135770198,-0.162518929,0.097998843
21107,-0.072570693,0.090270769,-0.127833372,0.123041866,-0.116533816,0.089185063
21108,-0.072570693,0.080994076,-0.139262067,0.110317912,-0.116533816,0.07453705
21109,-0.061875404,0.107293576,-0.083381609,0.143996157,-0.083381609,0.100362395
21110,-0.105360516,0.125062479,-0.15082289,0.165702141,-0.139262067,0.110317912
21111,-0.116533816,0.098721866,-0.186329578,0.134331949,-0.174353387,0.094032509
21112,-0.116533816,0.098721866,-0.186329578,0.139034324,-0.174353387,0.099059191
21113,-0.094310679,0.101362599,-0.061875404,0.128824369,-0.105360516,0.093021202
21114,-0.072570693,0.094846622,0.019802627,0.135396079,-0.040821995,0.087678703
21115,-0.072570693,0.108332977,-0.094310679,0.145372979,-0.094310679,0.105938451
21116,-0.127833372,0.113848751,-0.020202707,0.151956349,-0.116533816,0.108083671
21117,-0.083381609,0.095786543,-0.198450939,0.135770198,-0.15082289,0.096961022
21118,-0.083381609,0.122645591,-0.174353387,0.169059763,-0.15082289,0.125578097
21119,-0.139262067,0.091062643,-0.198450939,0.12614342,-0.210721031,0.091970318
21120,-0.051293294,0.131789522,-0.094310679,0.181977012,-0.072570693,0.125777551
21121,-0.040821995,0.126447022,-0.139262067,0.172506595,-0.094310679,0.123842186
21122,-0.15082289,0.111470173,-0.223143551,0.148368469,-0.223143551,0.108721028
21123,-0.072570693,0.103877018,-0.162518929,0.140738579,-0.127833372,0.099740827
21124,-0.083381609,0.100362395,-0.139262067,0.137903229,-0.116533816,0.093975747
21125,-0.139262067,0.110317912,-0.186329578,0.148311017,-0.198450939,0.106327178
21126,-0.105360516,0.097723577,-0.174353387,0.132924022,-0.162518929,0.093021202
21128,-0.162518929,0.107810762,-0.186329578,0.157422046,-0.210721031,0.10751073
21129,-0.094310679,0.119424807,-0.116533816,0.160910548,-0.116533816,0.112700934
21130,-0.051293294,0.131789522,-0.198450939,0.185696621,-0.116533816,0.121811964
21131,-0.040821995,0.118082834,-0.15082289,0.152674946,-0.094310679,0.110473629
21132,-0.072570693,0.125777551,-0.127833372,0.174971812,-0.105360516,0.1161113
21133,-0.105360516,0.102383008,-0.139262067,0.151156029,-0.127833372,0.099740827
21134,-0.105360516,0.097723577,-0.174353387,0.137583453,-0.162518929,0.097998843
21135,-0.127833372,0.104486945,-0.186329578,0.152886869,-0.186329578,0.105169493
21136,-0.139262067,0.091062643,-0.105360516,0.129479858,-0.162518929,0.093021202
21137,-0.127833372,0.104486945,-0.162518929,0.136162727,-0.174353387,0.099059191
21138,-0.198450939,0.096122757,-0.174353387,0.137583453,-0.248461359,0.095196916
21139,-0.162518929,0.102928389,-0.186329578,0.139034324,-0.210721031,0.097203227
21140,-0.072570693,0.103877018,-0.198450939,0.140516316,-0.139262067,0.095945016
21141,-0.139262067,0.10078111,-0.15082289,0.143801608,-0.186329578,0.105169493
21142,-0.105360516,0.102383008,-0.186329578,0.139034324,-0.162518929,0.102928389
21143,-0.116533816,0.093975747,-0.174353387,0.137583453,-0.174353387,0.094032509
21144,-0.174353387,0.094032509,-0.235722334,0.120266497,-0.248461359,0.084224362
21145,-0.116533816,0.089185063,-0.174353387,0.118684845,-0.174353387,0.08895581
21146,-0.116533816,0.126307183,-0.162518929,0.180173107,-0.174353387,0.128221647
21147,-0.15082289,0.092031475,-0.139262067,0.13340801,-0.186329578,0.089938389
21148,-0.083381609,0.08650985,-0.210721031,0.117614112,-0.162518929,0.082917821
21149,-0.116533816,0.103424241,-0.105360516,0.142507052,-0.139262067,0.095945016
21150,-0.139262067,0.091062643,-0.174353387,0.128221647,-0.186329578,0.084758608
21151,-0.198450939,0.101250479,-0.223143551,0.133859319,-0.261364764,0.090807732
21152,-0.162518929,0.097998843,-0.174353387,0.128221647,-0.223143551,0.093021202
21153,-0.15082289,0.076950454,-0.223143551,0.108721028,-0.223143551,0.071307113
21154,-0.139262067,0.10078111,-0.186329578,0.148311017,-0.198450939,0.101250479
21155,-0.139262067,0.095945016,-0.198450939,0.130979514,-0.210721031,0.091970318
21156,-0.061875404,0.102876197,-0.15082289,0.134771212,-0.105360516,0.093021202
21157,-0.051293294,0.093021202,-0.162518929,0.126886034,-0.105360516,0.088275084
