SA2_code,y.kidney.male,sd.kidney.male,y.kidney.female,sd.kidney.female,y.kidney.persons,sd.kidney.persons
11177,-0.040821995,0.118082834,-0.061875404,0.161488583,-0.051293294,0.11061619
11178,-0.020202707,0.115926978,-0.105360516,0.155209885,-0.051293294,0.106274002
11179,-0.020202707,0.081614617,-0.051293294,0.11061619,-0.030459207,0.077896347
11180,-0.040821995,0.150747047,-0.105360516,0.206869953,-0.083381609,0.143996157
11181,-0.010050336,0.085231676,-0.051293294,0.119191251,-0.030459207,0.082391566
11182,-0.020202707,0.185608373,-0.040821995,0.23445527,-0.030459207,0.172420361
11183,-0.020202707,0.077158658,-0.020202707,0.103328706,-0.020202707,0.072663439
11184,-0.051293294,0.131789522,-0.030459207,0.176158136,-0.051293294,0.123425334
11185,-0.030459207,0.091264904,-0.083381609,0.126987779,-0.061875404,0.084813989
11186,0.058268908,0.134599281,0.039220713,0.176551881,0.076961041,0.125062479
11187,-0.094310679,0.087383531,-0.020202707,0.120058208,-0.072570693,0.085653506
11188,-0.083381609,0.109392792,0.009950331,0.148037889,-0.051293294,0.106274002
11189,-0.094310679,0.087383531,-0.030459207,0.121159886,-0.083381609,0.09116928
11190,-0.072570693,0.112750356,0.029558802,0.152931094,-0.020202707,0.107562789
11191,-0.051293294,0.140018799,0.048790164,0.19540421,-0.010050336,0.138987041
11192,-0.072570693,0.085653506,0.039220713,0.11775838,-0.030459207,0.086847525
11193,-0.061875404,0.111673037,0.157003749,0.156495034,0.048790164,0.108966378
11194,-0.061875404,0.080196726,0.019802627,0.115845638,-0.030459207,0.082391566
11195,-0.127833372,0.187168506,-0.010050336,0.251263513,-0.105360516,0.179704384
11196,-0.083381609,0.095786543,0.048790164,0.135724784,-0.020202707,0.090411457
11197,-0.061875404,0.188449032,0.425267735,0.250521937,0.182321557,0.174697435
11198,-0.061875404,0.093925019,0.09531018,0.130278924,0.019802627,0.087151904
11199,-0.030459207,0.183552528,-0.072570693,0.260625318,-0.051293294,0.17549128
11200,-0.072570693,0.117129817,-0.010050336,0.154448954,-0.051293294,0.11061619
11201,-0.072570693,0.112750356,-0.061875404,0.153516482,-0.083381609,0.113848751
11202,-0.061875404,0.133023603,0.048790164,0.171669508,-0.010050336,0.114878426
11203,-0.051293294,0.140018799,0.048790164,0.171669508,-0.010050336,0.123041866
11204,-0.061875404,0.149483227,0.019802627,0.193353823,-0.030459207,0.133454555
11205,-0.083381609,0.081807475,0.048790164,0.108966378,-0.030459207,0.077896347
11206,-0.083381609,0.113848751,0.019802627,0.150514343,-0.061875404,0.107293576
11207,-0.186329578,0.204816815,0.048790164,0.260625318,-0.127833372,0.187168506
11208,0,0.097255286,-0.040821995,0.130578252,-0.020202707,0.094753646
11209,0,0.093021202,0.076961041,0.121351887,0.039220713,0.085608906
11210,-0.010050336,0.118976473,0.086177696,0.152594237,0.048790164,0.105026558
11211,-0.083381609,0.164489035,-0.083381609,0.214211146,-0.116533816,0.156711314
11212,0.086177696,0.166291814,-0.072570693,0.237047337,0.039220713,0.155290302
11213,-0.083381609,0.131293325,0.058268908,0.177140918,-0.040821995,0.122282068
11214,-0.030459207,0.116994932,0,0.156879949,-0.030459207,0.108561614
11215,-0.020202707,0.107562789,0.086177696,0.145605031,0.019802627,0.107810762
11216,0.131028262,0.182424363,0.148420005,0.240896165,0.182321557,0.165559207
11217,0.009950331,0.108772051,0.131028262,0.146776568,0.067658648,0.103249229
11218,0.019802627,0.087151904,0.104360015,0.11476721,0.058268908,0.084119716
11219,-0.010050336,0.114878426,0.039220713,0.155290302,0.009950331,0.104674004
11220,-0.061875404,0.145417834,0.019802627,0.200156645,-0.040821995,0.138741692
11221,-0.040821995,0.100931502,0.058268908,0.141940474,-0.010050336,0.098148925
11222,-0.040821995,0.109579236,-0.040821995,0.142774946,-0.051293294,0.097477162
11223,-0.010050336,0.106582242,0.139761942,0.145666221,0.058268908,0.104130284
11224,-0.094310679,0.101362599,0.029558802,0.13424021,-0.061875404,0.093925019
11225,-0.030459207,0.099986554,0.029558802,0.130418439,-0.010050336,0.089573864
11226,-0.010050336,0.098148925,0.076961041,0.136035032,0.019802627,0.099647323
11227,-0.139262067,0.115020288,0.173953307,0.154224935,-0.030459207,0.104292099
11228,-0.072570693,0.117129817,-0.040821995,0.162476393,-0.072570693,0.112750356
11229,-0.139262067,0.142359189,0.019802627,0.182976433,-0.105360516,0.129479858
11230,-0.105360516,0.151010651,0.086177696,0.205307305,-0.051293294,0.152119068
11231,-0.020202707,0.107562789,0.058268908,0.138283081,0.019802627,0.095516093
11232,-0.094310679,0.157868397,0.076961041,0.21000968,-0.030459207,0.149399731
11233,0.029558802,0.106866377,0.165514438,0.139153312,0.104360015,0.096076326
11234,-0.051293294,0.123425334,0.173953307,0.157384103,0.039220713,0.109908931
11235,-0.116533816,0.130763142,0.019802627,0.179469862,-0.094310679,0.128221647
11236,-0.248461359,0.146776568,-0.248461359,0.193617154,-0.301105093,0.132797499
11237,-0.210721031,0.10751073,-0.301105093,0.148497325,-0.301105093,0.099869682
11238,-0.139262067,0.119679718,-0.186329578,0.161917266,-0.174353387,0.108966378
11239,-0.15082289,0.13019536,-0.223143551,0.171669508,-0.210721031,0.122591752
11240,-0.186329578,0.134331949,-0.301105093,0.178517988,-0.274436846,0.124478387
11241,-0.083381609,0.122645591,-0.162518929,0.163021775,-0.116533816,0.117276787
11242,-0.186329578,0.152886869,-0.314710745,0.204534919,-0.274436846,0.140018799
11243,-0.116533816,0.117276787,-0.127833372,0.15824231,-0.127833372,0.113848751
11244,-0.094310679,0.178037193,-0.162518929,0.232239053,-0.127833372,0.153972795
11245,-0.105360516,0.093021202,-0.094310679,0.128221647,-0.105360516,0.093021202
11246,-0.210721031,0.151478943,-0.162518929,0.200831965,-0.248461359,0.146776568
11247,-0.105360516,0.088275084,-0.094310679,0.123842186,-0.116533816,0.089185063
11248,-0.139262067,0.159803762,-0.020202707,0.199880747,-0.094310679,0.141138896
11249,-0.174353387,0.08895581,-0.139262067,0.124296981,-0.186329578,0.084758608
11250,-0.15082289,0.125578097,-0.083381609,0.176400956,-0.127833372,0.118466014
11251,-0.248461359,0.180010905,-0.223143551,0.24376825,-0.314710745,0.180577274
11252,-0.162518929,0.082917821,-0.15082289,0.111470173,-0.186329578,0.079525699
11253,-0.127833372,0.118466014,-0.198450939,0.163606414,-0.174353387,0.113848751
11254,-0.162518929,0.097998843,-0.210721031,0.132403671,-0.210721031,0.091970318
11255,-0.287682072,0.115207484,-0.083381609,0.148161111,-0.248461359,0.100595951
11256,0.122217633,0.161243519,0.357674444,0.193617154,0.270027137,0.153547148
11257,0.019802627,0.078648306,0.009950331,0.104674004,0.029558802,0.077940181
11258,0.048790164,0.146776568,0,0.193079814,0.058268908,0.13088869
11259,0.009950331,0.092178586,-0.040821995,0.122282068,0,0.088751687
11260,0.029558802,0.098767729,-0.051293294,0.140018799,0.019802627,0.099647323
11261,-0.083381609,0.195656225,0.198850859,0.259788232,0.039220713,0.180010905
11262,-0.010050336,0.09387941,0,0.129919499,0,0.093021202
11263,0.029558802,0.110867998,0.048790164,0.146776568,0.067658648,0.103249229
11264,0.019802627,0.111844017,-0.030459207,0.149399731,0.009950331,0.108772051
11265,0.029558802,0.122687926,0.029558802,0.163825546,0.058268908,0.115770426
11266,0.058268908,0.104130284,-0.010050336,0.135047222,0.058268908,0.100190464
11267,0,0.117914143,-0.162518929,0.171669508,-0.083381609,0.113848751
11268,0.048790164,0.146776568,-0.127833372,0.195140607,-0.010050336,0.14289667
11269,0.058268908,0.127150914,-0.127833372,0.179069859,0,0.113848751
11270,0.076961041,0.128746279,-0.040821995,0.17014878,0.048790164,0.120606519
11271,0.019802627,0.074342761,-0.083381609,0.109392792,-0.010050336,0.071978877
11272,0.058268908,0.100190464,-0.020202707,0.136256523,0.039220713,0.097903575
11273,0.019802627,0.131545464,-0.040821995,0.177707497,0,0.121947398
11274,0.029558802,0.126567824,0,0.171669508,0.029558802,0.118778297
11275,0,0.093021202,-0.020202707,0.132254902,0,0.093021202
11276,-0.061875404,0.133023603,0.039220713,0.180010905,-0.030459207,0.125291116
11277,0.039220713,0.113848751,-0.040821995,0.154686867,0.009950331,0.112837444
11278,0.039220713,0.125488892,-0.040821995,0.158596496,0.019802627,0.111844017
11279,-0.061875404,0.128824369,0.139761942,0.177968404,0.019802627,0.119816118
11280,-0.040821995,0.130578252,0.009950331,0.177410262,-0.030459207,0.125291116
11281,-0.010050336,0.09387941,0.009950331,0.132692248,0,0.093021202
11282,-0.020202707,0.159628735,0.086177696,0.205307305,0.029558802,0.13424021
11283,-0.040821995,0.109579236,-0.020202707,0.151956349,-0.040821995,0.109579236
11284,0.09531018,0.119384473,0.086177696,0.149111602,0.113328685,0.099059191
11285,0.104360015,0.11108341,-0.010050336,0.150627183,0.076961041,0.106233623
11286,0.165514438,0.108633672,0.122217633,0.147904091,0.198850859,0.105415433
11287,0.058268908,0.127150914,0.104360015,0.176895716,0.09531018,0.115700673
11288,0.058268908,0.084119716,0.039220713,0.113848751,0.067658648,0.075230985
11289,0.039220713,0.089740136,0.029558802,0.122687926,0.039220713,0.085608906
11290,-0.040821995,0.096552041,-0.105360516,0.133859319,-0.083381609,0.09116928
11291,0.086177696,0.101531248,-0.072570693,0.130047066,0.048790164,0.08895581
11292,-0.010050336,0.089573864,-0.072570693,0.121472006,-0.040821995,0.083183483
11293,-0.094310679,0.096745336,-0.127833372,0.127577043,-0.127833372,0.085231676
11294,-0.010050336,0.106582242,-0.105360516,0.142507052,-0.061875404,0.102876197
11295,0.048790164,0.101056078,-0.083381609,0.131293325,0,0.093021202
11296,-0.061875404,0.098420238,-0.010050336,0.131076742,-0.040821995,0.092134662
11297,-0.083381609,0.072270672,-0.020202707,0.103328706,-0.083381609,0.077061356
11298,-0.174353387,0.118684845,-0.030459207,0.164861644,-0.162518929,0.112646856
11299,-0.030459207,0.099986554,0.029558802,0.130418439,0,0.093021202
11300,0.019802627,0.095516093,0.058268908,0.127150914,0.058268908,0.084119716
11301,0.009950331,0.108772051,0.104360015,0.146776568,0.067658648,0.0993396
11302,0,0.097255286,-0.030459207,0.133454555,-0.010050336,0.09387941
11303,0.039220713,0.10193683,0.09531018,0.137414762,0.076961041,0.090653662
11304,0.048790164,0.097054457,0.246860078,0.135695688,0.148420005,0.092287623
11305,0.09531018,0.100693589,0.207014169,0.134178296,0.173953307,0.09015488
11306,0.009950331,0.100542775,0.270027137,0.138927119,0.113328685,0.099059191
11307,0.131028262,0.097477162,0.076961041,0.136035032,0.148420005,0.084893232
11308,0.139761942,0.093021202,0.058268908,0.119592197,0.148420005,0.081155456
11309,0.048790164,0.101056078,0.009950331,0.136572146,0.039220713,0.097903575
11310,0.029558802,0.102833122,0.009950331,0.140422761,0.019802627,0.099647323
11311,0,0.097255286,0.122217633,0.130723879,0.039220713,0.089740136
11312,0.058268908,0.075890439,0.173953307,0.107810762,0.131028262,0.070917793
11313,0.113328685,0.117480112,0.277631737,0.15539994,0.21511138,0.110546447
11314,0.039220713,0.10193683,0.21511138,0.139524814,0.122217633,0.098261789
11315,0.09531018,0.108252306,0.182321557,0.143577785,0.157003749,0.102383008
11316,0.029558802,0.102833122,0.300104592,0.146776568,0.148420005,0.099576377
11317,0.122217633,0.109313573,0.182321557,0.140358822,0.182321557,0.096552041
11318,0.067658648,0.08742768,0.165514438,0.119011062,0.131028262,0.082470077
11319,0.029558802,0.098767729,0.21511138,0.133225918,0.104360015,0.092254555
11320,0.039220713,0.155290302,-0.051293294,0.20865701,0.029558802,0.152931094
11321,0.086177696,0.131332657,-0.061875404,0.169338031,0.067658648,0.118594869
11322,0,0.097255286,-0.083381609,0.13556284,-0.010050336,0.089573864
11323,0.009950331,0.112837444,-0.072570693,0.150874614,0,0.097255286
11325,-0.030459207,0.112795697,-0.083381609,0.152292341,-0.040821995,0.109579236
11326,-0.040821995,0.092134662,-0.094310679,0.128221647,-0.061875404,0.089389841
11327,-0.072570693,0.112750356,-0.15082289,0.152674946,-0.116533816,0.108083671
11328,-0.051293294,0.106274002,-0.127833372,0.136528221,-0.083381609,0.100362395
11329,-0.061875404,0.120320771,-0.371063681,0.179010701,-0.174353387,0.118684845
11330,-0.030459207,0.108561614,-0.15082289,0.148257567,-0.072570693,0.108332977
11331,-0.072570693,0.117129817,-0.174353387,0.160262923,-0.116533816,0.112700934
11332,-0.051293294,0.093021202,-0.186329578,0.124795146,-0.105360516,0.0834844
11333,-0.083381609,0.11826613,-0.371063681,0.168490657,-0.198450939,0.11135386
11334,-0.083381609,0.11826613,-0.274436846,0.16491174,-0.174353387,0.113848751
11335,-0.040821995,0.092134662,-0.210721031,0.127521298,-0.094310679,0.087383531
11336,-0.010050336,0.118976473,-0.342490309,0.169612231,-0.105360516,0.111576123
11337,-0.105360516,0.111576123,-0.356674944,0.1664366,-0.210721031,0.10751073
11338,-0.010050336,0.102383008,-0.186329578,0.143693754,-0.061875404,0.098420238
11339,-0.061875404,0.116015226,-0.030459207,0.161039872,-0.051293294,0.11061619
11340,-0.116533816,0.126307183,-0.020202707,0.170925228,-0.094310679,0.114968848
11341,-0.139262067,0.110317912,-0.116533816,0.148207716,-0.162518929,0.102928389
11343,-0.094310679,0.096745336,-0.174353387,0.128221647,-0.139262067,0.091062643
11344,-0.083381609,0.160455781,0.207014169,0.211001183,0.048790164,0.150407929
11345,-0.072570693,0.090270769,-0.287682072,0.131236156,-0.162518929,0.087994521
11346,-0.030459207,0.141489431,-0.010050336,0.187614684,-0.010050336,0.131076742
