SA2_code,y.liver.male,sd.liver.male,y.liver.female,sd.liver.female,y.liver.persons,sd.liver.persons
21189,-0.11653381625595151,0.22007375311019647,0.08617769624105241,0.23862623315580878,-0.07257069283483537,0.18252532401453972
21190,0.058268908123975824,0.2319156726044326,0.1570037488096647,0.2553654357689436,0.14842000511827322,0.1979966149981098
21191,0.009950330853168092,0.16659280906532897,-0.01005033585350145,0.1876146837374068,-0.020202707317519466,0.15195634893663215
21193,0.058268908123975824,0.2164067556736311,0.06765864847381486,0.2567963765877158,0.058268908123975824,0.17714091835927986
21194,0.2700271372130602,0.15927983808143034,0.058268908123975824,0.18053099117492713,0.20701416938432612,0.14365604358895145
21195,0.0769610411361284,0.15381397682863096,-0.06187540371808753,0.17706854385293366,0,0.1377689475576838
21196,0.02955880224154443,0.2085184330049035,0.06765864847381486,0.22097787726462975,0.03922071315328133,0.1834466361245339
21197,-0.21072103131565253,0.1832352226703703,-0.12783337150988489,0.19908042651906938,-0.2613647641344075,0.1630784042134609
21198,0.20701416938432612,0.17989878497504924,0.13976194237515863,0.20834666639516786,0.19885085874516517,0.16019018759362172
21199,0.23901690047049992,0.1722430937925989,0.19885085874516517,0.18697089301270167,0.26236426446749106,0.15456609417478032
21200,0.23111172096338664,0.15580696405672545,0.20701416938432612,0.17403430567620481,0.2468600779315258,0.13874169157328659
21201,0.02955880224154443,0.2052161296857109,0.10436001532424286,0.2234511609699586,0.058268908123975824,0.17714091835927986
21202,-0.16251892949777494,0.19676657184284935,-0.05129329438755058,0.212212453048704,-0.15082288973458366,0.17420573946083334
21203,0.0769610411361284,0.1607556360407629,-0.08338160893905101,0.18031058477148532,-0.020202707317519466,0.14022700290362256
21204,-0.020202707317519466,0.20686995311641038,-0.06187540371808753,0.22464889767261867,-0.07257069283483537,0.1786747088944464
21205,0.131028262406404,0.19783955663712427,0.04879016416943205,0.2084870830966548,0.08617769624105241,0.1730051220220876
21206,0.5538851132264376,0.13790322945913863,0.19885085874516517,0.1692741797535741,0.4637340162321402,0.12464376368446718
21207,0.5596157879354227,0.14164884520320387,0.1823215567939546,0.1777074970756203,0.47000362924573563,0.12395213194407624
21208,0.5596157879354227,0.14385275395040606,0.1570037488096647,0.18154075388724442,0.4574248470388755,0.12786272755858186
21209,-0.40047756659712525,0.18878487709817177,-0.12783337150988489,0.19908042651906938,-0.37106368139083207,0.16314815663432727
21210,-0.3285040669720361,0.25205025788245383,-0.09431067947124129,0.25498764672418656,-0.31471074483970024,0.23187382000758108
21211,-0.2484613592984996,0.20686995311641035,-0.07257069283483537,0.21593243084081873,-0.19845093872383832,0.19000216624861035
21212,-0.2484613592984996,0.16603183695644286,-0.06187540371808753,0.1693380310873203,-0.21072103131565253,0.15147894263097192
21213,-0.11653381625595151,0.16507550287769268,-0.020202707317519466,0.1709252281416087,-0.11653381625595151,0.1482077160098926
21214,-0.35667494393873245,0.23060465497094765,-0.09431067947124129,0.2341600984995666,-0.31471074483970024,0.20453491891875136
21215,-0.35667494393873245,0.21649673082272822,-0.11653381625595151,0.23475689828878998,-0.342490308946776,0.1947505214796211
21216,0.14842000511827322,0.20392928744459918,0.131028262406404,0.21866710486174423,0.16551443847757333,0.18024456884571133
21217,0.1906203596086497,0.20827354157145628,0.10436001532424286,0.2234511609699586,0.1570037488096647,0.18761468373740683
21218,0.16551443847757333,0.16168964835036706,0.12221763272424911,0.1774418349599421,0.1823215567939546,0.1435777854276457
21219,0.3074846997479607,0.15422493462904774,0.16551443847757333,0.18327249513133104,0.30010459245033816,0.1353108247957767
21220,0.09531017980432493,0.19117012726602586,0.10436001532424286,0.22047620162771714,0.12221763272424911,0.16778468705916716
21221,0.22314355131420976,0.18886902753241053,0.08617769624105241,0.21152938350583506,0.19885085874516517,0.1692741797535741
