SA2_code,y.myeloma.male,sd.myeloma.male,y.myeloma.female,sd.myeloma.female,y.myeloma.persons,sd.myeloma.persons
11001,0.09531017980432493,0.18151297936525093,-0.13926206733350766,0.17667154934583357,-0.020202707317519466,0.13625652308624758
11002,-0.020202707317519466,0.1033287061793235,-0.07257069283483537,0.07154558230033174,-0.040821994520255166,0.06009338553897121
11003,-0.07257069283483537,0.21232673327801643,-0.10536051565782628,0.1992548254548412,-0.11653381625595151,0.16091054846995748
11004,-0.06187540371808753,0.10729357593691875,-0.07257069283483537,0.07629170100559375,-0.07257069283483537,0.06191880459401399
11005,-0.06187540371808753,0.20323859200984715,-0.1743533871447778,0.19457528394342039,-0.15082288973458366,0.15705440742053486
11006,-0.05129329438755058,0.127624567924855,-0.09431067947124129,0.09208590597566005,-0.08338160893905101,0.07706135582289075
11007,-0.040821994520255166,0.14277494642385463,-0.07257069283483537,0.09484662150093809,-0.040821994520255166,0.07864830603431554
11008,-0.09431067947124129,0.16196644427829135,-0.05129329438755058,0.127624567924855,-0.08338160893905101,0.10036239502349709
11009,-0.08338160893905101,0.1522923410999982,-0.06187540371808753,0.11601522561003105,-0.09431067947124129,0.0967453363650848
11010,-0.06187540371808753,0.14948322687830315,-0.05129329438755058,0.1106161902373081,-0.08338160893905101,0.09578654299147647
11011,-0.06187540371808753,0.11167303700395521,-0.06187540371808753,0.08019672628694513,-0.07257069283483537,0.06675489844837307
11012,-0.08338160893905101,0.1522923410999982,-0.07257069283483537,0.1214720057716371,-0.09431067947124129,0.0967453363650848
11013,0.009950330853168092,0.1592516164877271,-0.06187540371808753,0.12032077083751302,-0.020202707317519466,0.09475364581382285
11014,0.058268908123975824,0.2164067556736311,-0.10536051565782628,0.1954042103347479,-0.030459207484708574,0.16486164359567787
11015,-0.01005033585350145,0.13107674172705472,-0.05129329438755058,0.09302120244589519,-0.030459207484708574,0.07789634704538657
11016,0.058268908123975824,0.17714091835927986,-0.040821994520255166,0.1222820679925614,0,0.10561947417567659
11017,-0.08338160893905101,0.18804109753709872,-0.09431067947124129,0.17006509180701082,-0.06187540371808753,0.1371885577053131
11018,-0.040821994520255166,0.17394213620948637,-0.07257069283483537,0.1589732618904772,-0.01005033585350145,0.1230418657229021
11019,0.01980262729617973,0.186459068109421,-0.020202707317519466,0.1709252281416087,0.009950330853168092,0.144244532198802
11020,-0.01005033585350145,0.13898704098009823,-0.05129329438755058,0.11919125060280876,-0.01005033585350145,0.09387940968211196
11021,0.0769610411361284,0.19087478480820833,-0.07257069283483537,0.1589732618904772,0.03922071315328133,0.1331040200495188
11022,-0.01005033585350145,0.15444895398791914,-0.07257069283483537,0.1127503560985248,-0.020202707317519466,0.08603199614071055
11023,-0.01005033585350145,0.20514919572934956,-0.06187540371808753,0.1846836715145029,-0.020202707317519466,0.14807645129111208
