SA2_code,y.prostate.male,sd.prostate.male
11001,0.131028262406404,0.07864830603431555
11002,-0.020202707317519466,0.06355240951110323
11003,0.02955880224154443,0.1342402100618753
11004,0.0769610411361284,0.062188682453590195
11005,0.6151856390902335,0.07190629624035723
11006,0.1823215567939546,0.07499091344318659
11007,-0.030459207484708574,0.09564436545631289
11008,-0.15082288973458366,0.10667948870334668
11009,-0.12783337150988489,0.0949501426703371
11010,-0.1743533871447778,0.1089663777030914
11011,-0.040821994520255166,0.06479576059250386
11012,-0.12783337150988489,0.1044869452275578
11013,-0.040821994520255166,0.10957923553249652
11014,-0.15082288973458366,0.13930638900960854
11015,-0.06187540371808753,0.08481398930731142
11016,-0.05129329438755058,0.10627400163123228
11017,0.14842000511827322,0.10676246895588912
11018,-0.05129329438755058,0.1018945405641958
11019,-0.10536051565782628,0.11611130019493643
11020,0,0.08010395347431873
11021,0.009950330853168092,0.12484279975531258
11022,-0.040821994520255166,0.10957923553249652
11023,0.16551443847757333,0.12918157978602637
11024,0.009950330853168092,0.08794450303101352
11025,0.04879016416943205,0.08895580976774374
11026,-0.07257069283483537,0.10833297714795613
11027,-0.08338160893905101,0.08650984958168542
11028,-0.23572233352106983,0.12026649669442338
11029,-0.09431067947124129,0.08738353092212739
11030,-0.01005033585350145,0.07197887666321708
11031,-0.01005033585350145,0.07197887666321708
11032,-0.01005033585350145,0.07643483583094902
11033,-0.06187540371808753,0.11601522561003105
11034,-0.07257069283483537,0.09484662150093809
11035,-0.09431067947124129,0.11047362867116857
11036,-0.030459207484708574,0.09126490438927642
11037,0.04879016416943205,0.11287600665491233
11038,0.009950330853168092,0.11687069878435297
11039,-0.06187540371808753,0.08938984133933205
11040,-0.11653381625595151,0.0794665966373637
11041,-0.030459207484708574,0.09998655406238872
11042,-0.09431067947124129,0.08263741221686538
11043,-0.05129329438755058,0.09302120244589519
11044,-0.21072103131565253,0.08668318203846805
11045,-0.08338160893905101,0.09578654299147647
11046,-0.2744368457017603,0.10844971529779224
11047,-0.030459207484708574,0.0823915662709758
11048,-0.1743533871447778,0.08895580976774378
11049,-0.08338160893905101,0.09116927997111017
11050,-0.19845093872383832,0.09094297520730553
11051,-0.12783337150988489,0.1044869452275578
11052,-0.4307829160924542,0.1545660941747803
11053,0.04879016416943205,0.0970544572964632
11054,-0.15082288973458366,0.11147017255530538
11055,-0.13926206733350766,0.11502028753804086
11056,-0.030459207484708574,0.09564436545631289
11057,-0.08338160893905101,0.10036239502349709
11058,0.058268908123975824,0.08002166912906615
11059,0.2468600779315258,0.10419160276974027
11060,0.02955880224154443,0.07367066575606815
11061,0,0.09725528551461719
11062,0.17395330712343798,0.08291782117233414
11063,0.131028262406404,0.12622865985400053
11064,0.03922071315328133,0.07724471757926958
11065,0.19885085874516517,0.0738463498188325
11066,0.14842000511827322,0.09957637717949165
11067,-0.040821994520255166,0.10527369030501454
11068,0.04879016416943205,0.093021202445895207
11069,0.29266961396282004,0.08405879238574257
11070,0.06765864847381486,0.09142930074373008
11071,0.12221763272424911,0.08696529655029128
11072,-0.030459207484708574,0.12115988615767076
11073,0.08617769624105241,0.09768063283531997
11074,0.01980262729617973,0.07434276080683347
11076,0.06765864847381486,0.10712912659411464
11077,-0.1743533871447778,0.08895580976774378
11078,-0.2231435513142097,0.11384875067051516
11079,0.03922071315328133,0.06874111937252891
11080,0.13976194237515863,0.08180747452815282
11081,0.10436001532424286,0.06466923757099173
11082,-0.05129329438755058,0.0839908059666091
11083,0.04879016416943205,0.08485776298342522
11084,0.131028262406404,0.08626343369588478
11085,0.14842000511827322,0.09228762348179953
11086,0.10436001532424286,0.08840393942552893
11087,0,0.10975070388619668
11088,0.0769610411361284,0.09850311024333255
11089,0.10436001532424286,0.07667459339251934
11090,0.2151113796169455,0.1072226305037748
11091,0.04879016416943205,0.08485776298342522
11092,-0.030459207484708574,0.09564436545631289
11093,0.03922071315328133,0.10593845141747169
11094,0.1823215567939546,0.09302120244589523
11095,0.1906203596086497,0.08878711937717323
11096,-0.030459207484708574,0.08684752543870776
11097,0.1906203596086497,0.07804558407215671
11098,0.04879016416943205,0.08895580976774374
11099,0.1823215567939546,0.07130711345671359
11100,0.30010459245033816,0.10238300788885255
11101,0.26236426446749106,0.08643783263165651
11102,0.19885085874516517,0.10541543334846899
11103,0.1570037488096647,0.07301063451054769
11104,0.13976194237515863,0.10036239502349707
11105,0.09531017980432493,0.09302120244589522
11106,0.12221763272424911,0.09452401378760796
11107,0.06765864847381486,0.08742767959014544
11108,-0.08338160893905101,0.08650984958168542
11109,-0.030459207484708574,0.0641680547393028
11110,0.058268908123975824,0.07589043941854608
11111,0.09531017980432493,0.08129185641288562
11112,-0.08338160893905101,0.10939279150278318
11113,0.02955880224154443,0.07794018089408683
11114,0.06765864847381486,0.09933959999677357
11115,0.01980262729617973,0.07434276080683347
11116,0,0.09725528551461719
11117,0.09531017980432493,0.07732137659551065
11118,-0.05129329438755058,0.09747716161362714
11119,-0.020202707317519466,0.1159269779091049
11120,0.01980262729617973,0.09964732261263559
11121,-0.01005033585350145,0.07643483583094902
11122,-0.13926206733350766,0.09106264310550458
11123,0.02955880224154443,0.0946696823343883
11124,0.11332868530700327,0.10279696659848486
11125,-0.030459207484708574,0.07789634704538657
11126,0,0.11384875067051518
11127,0.02955880224154443,0.11483847761838589
11128,0.3148107398400336,0.12780768837246267
11129,0.23111172096338664,0.06812826154312378
11130,-0.342490308946776,0.07967384222208293
11131,-0.2744368457017603,0.07479769091422216
11132,-0.2484613592984996,0.11122558766009748
11133,-0.23572233352106983,0.13036987796798447
11134,-0.19845093872383832,0.08042293071611385
11135,-0.020202707317519466,0.06812826154312385
11136,-0.18632957819149348,0.08993838894795511
11137,-0.3285040669720361,0.10814808710004317
11138,-0.06187540371808753,0.11167303700395521
11139,0.01980262729617973,0.11184401692567357
11140,-0.07257069283483537,0.08565350644855117
11141,-0.15082288973458366,0.08705383521977725
11142,-0.13926206733350766,0.10557179377924618
11143,-0.15082288973458366,0.09203147549802453
11144,-0.11653381625595151,0.0794665966373637
11145,-0.12783337150988489,0.0949501426703371
11146,-0.1743533871447778,0.07864830603431548
11147,0.3220834991691132,0.09116927997111017
11148,0.01980262729617973,0.09964732261263559
11149,-0.23572233352106983,0.07772485948062184
11150,0.06765864847381486,0.08339442473957744
11151,0.009950330853168092,0.08794450303101352
11152,0.14842000511827322,0.08115545644371812
11153,0,0.093021202445895207
11154,0.01980262729617973,0.09964732261263559
11155,-0.020202707317519466,0.08603199614071055
11156,0.058268908123975824,0.07589043941854608
11157,0.1570037488096647,0.10593845141747171
11158,0.20701416938432612,0.1012504789407338
11159,0.08617769624105241,0.0898911062379789
11160,0.2468600779315258,0.11702760258410505
11162,0.2151113796169455,0.06555016570057723
11163,0.058268908123975824,0.06752625075748667
11164,-0.05129329438755058,0.07479769091422221
11165,0.0769610411361284,0.08668318203846807
11166,0.058268908123975824,0.08818510859153614
11167,0.2468600779315258,0.09102431503715219
11168,0.04879016416943205,0.08895580976774374
11169,0.01980262729617973,0.07000057220075763
11170,0.22314355131420976,0.06145211891625872
11171,0.2468600779315258,0.11064996852072163
11172,0.01980262729617973,0.08715190424105611
11173,0.04879016416943205,0.10105607845004784
11174,0.02955880224154443,0.08637349821613304
11175,0.06765864847381486,0.0669348011588522
11176,0.058268908123975824,0.08818510859153614
11177,0.13976194237515863,0.10759945369286261
11178,0,0.093021202445895207
11179,-0.01005033585350145,0.08085221478151769
11180,0.14842000511827322,0.11031791248450817
11181,0.06765864847381486,0.07523098527710746
11182,0.03922071315328133,0.11384875067051517
11183,0.02955880224154443,0.06936512052858618
11184,0.22314355131420976,0.10312458371945629
11185,0.04879016416943205,0.07656157886516997
11186,0.01980262729617973,0.0955160929021155
11187,0.12221763272424911,0.07929291013981145
11188,0.30010459245033816,0.08986203395205794
11189,0.3148107398400336,0.08235889752874394
11190,0.04879016416943205,0.08895580976774374
11191,0.3364722366212129,0.08382808739350829
11192,0.17395330712343798,0.07557662859473227
11193,0.23901690047049992,0.08492255491717575
11194,-0.040821994520255166,0.06945519098192862
11195,0.03922071315328133,0.12163827726785624
11196,0.02955880224154443,0.08637349821613304
11197,0.23111172096338664,0.13136137441596135
11198,0.131028262406404,0.08247007732470206
11199,0.4054651081081644,0.1042349303636377
11200,0.1823215567939546,0.09302120244589523
11201,0.25464221837358075,0.08705383521977722
11202,0.34358970439007686,0.07083492084398772
11203,0.2468600779315258,0.08431100657923836
11204,0.3364722366212129,0.11964658671659434
11205,0.37843643572024505,0.05619570362164585
11206,0.01980262729617973,0.07864830603431543
11207,0.06765864847381486,0.1260980057990912
11208,0.09531017980432493,0.06522110791320655
11209,0.17395330712343798,0.06436290067698988
