SA2_code,y.ovarian.female,sd.ovarian.female
11001,-0.040821994520255166,0.1222820679925614
11002,-0.040821994520255166,0.055347266833709205
11003,-0.05129329438755058,0.14408419150558022
11004,-0.030459207484708574,0.05480624929634539
11005,0.009950330853168092,0.144244532198802
11006,-0.040821994520255166,0.06479576059250386
11007,-0.020202707317519466,0.0726634387968207
11008,-0.01005033585350145,0.08957386445462999
11009,-0.01005033585350145,0.08957386445462999
11010,-0.020202707317519466,0.08603199614071055
11011,-0.01005033585350145,0.05375536513154408
11012,0,0.08875168730787653
11013,-0.01005033585350145,0.08523167584855416
11014,0.01980262729617973,0.1467765675774393
11015,-0.01005033585350145,0.06748365743762784
11016,-0.01005033585350145,0.08957386445462999
11017,0.02955880224154443,0.1226879260058754
11018,0.009950330853168092,0.10877205125563351
11019,-0.05129329438755058,0.12342533367153076
11020,-0.01005033585350145,0.08085221478151769
11021,0.02955880224154443,0.11483847761838589
11022,-0.01005033585350145,0.08085221478151769
11023,-0.030459207484708574,0.12529111586819083
11024,0,0.08010395347431873
11025,-0.040821994520255166,0.10957923553249652
11026,0.02955880224154443,0.1265678236513955
11027,-0.030459207484708574,0.09998655406238872
11028,-0.07257069283483537,0.10833297714795613
11029,-0.05129329438755058,0.09747716161362714
11030,-0.030459207484708574,0.05950862434987806
11031,-0.01005033585350145,0.07643483583094902
11032,-0.020202707317519466,0.08161461719014189
11033,-0.030459207484708574,0.09564436545631289
11034,-0.05129329438755058,0.09302120244589519
11035,-0.01005033585350145,0.08957386445462999
11036,-0.030459207484708574,0.0823915662709758
11037,-0.05129329438755058,0.1106161902373081
11038,-0.06187540371808753,0.12032077083751302
11039,-0.040821994520255166,0.09655204063190224
11040,-0.01005033585350145,0.09387940968211196
11041,0.01980262729617973,0.0955160929021155
11042,-0.05129329438755058,0.0839908059666091
11043,-0.01005033585350145,0.09387940968211196
11044,0.0769610411361284,0.11005539429933248
11045,0.02955880224154443,0.08217426396280882
11046,-0.020202707317519466,0.1033287061793235
11047,-0.01005033585350145,0.07643483583094902
11048,0.09531017980432493,0.10825230609369173
11049,0.009950330853168092,0.07064779299240058
11050,0,0.08875168730787653
11051,-0.020202707317519466,0.08161461719014189
11052,0.01980262729617973,0.15051434313461934
11053,0.0769610411361284,0.12874627857473056
11054,0.03922071315328133,0.12931066367833607
11055,0,0.093021202445895207
11056,0.058268908123975824,0.10019046441306373
11057,0.04879016416943205,0.10502655826742281
11058,-0.11653381625595151,0.11727678651171163
11059,-0.08338160893905101,0.12264559068812027
11060,-0.06187540371808753,0.06608880213872571
11061,-0.040821994520255166,0.07864830603431554
11062,-0.040821994520255166,0.06945519098192862
11063,-0.05129329438755058,0.14001879882742876
11064,-0.06187540371808753,0.07083492084398772
11065,-0.05129329438755058,0.06543588547126479
11066,-0.05129329438755058,0.0839908059666091
11067,-0.09431067947124129,0.1149688478967578
11068,-0.05129329438755058,0.07941495393458849
11069,-0.040821994520255166,0.06945519098192862
11070,-0.06187540371808753,0.14131978741583318
11071,-0.030459207484708574,0.08684752543870776
11072,-0.030459207484708574,0.13748781018122883
11073,-0.05129329438755058,0.07941495393458849
11074,-0.05129329438755058,0.06543588547126479
11076,-0.040821994520255166,0.09655204063190224
11077,-0.030459207484708574,0.11699493174993558
11078,-0.020202707317519466,0.12005820761962498
11079,-0.06187540371808753,0.06608880213872571
11080,0.058268908123975824,0.13459928114547826
11081,-0.030459207484708574,0.06878531775966909
11082,-0.020202707317519466,0.09041145720774703
11083,-0.07257069283483537,0.08099407605912642
11084,-0.09431067947124129,0.11047362867116857
11085,-0.06187540371808753,0.10729357593691875
11086,-0.06187540371808753,0.07553729589752038
11087,-0.05129329438755058,0.08852598322030597
11088,-0.06187540371808753,0.10729357593691875
11089,-0.06187540371808753,0.0939250185930289
11090,-0.05129329438755058,0.1018945405641958
11091,-0.07257069283483537,0.09938179875463495
11092,-0.030459207484708574,0.07336116979168972
11093,-0.020202707317519466,0.08161461719014189
11094,-0.040821994520255166,0.07407245400229491
11095,-0.040821994520255166,0.07407245400229491
11096,-0.040821994520255166,0.07407245400229491
11097,-0.08338160893905101,0.1269877792941961
11098,-0.030459207484708574,0.0641680547393028
11099,-0.05129329438755058,0.06543588547126479
11100,-0.05129329438755058,0.11492173546479009
11101,-0.06187540371808753,0.10287619698635009
11102,-0.07257069283483537,0.1127503560985248
11103,-0.05129329438755058,0.07013826052479745
11104,0,0.093021202445895207
11105,-0.030459207484708574,0.07336116979168972
11106,-0.06187540371808753,0.0939250185930289
11107,-0.05129329438755058,0.07941495393458849
11108,-0.05129329438755058,0.09747716161362714
11109,-0.030459207484708574,0.05480624929634539
11110,-0.020202707317519466,0.0726634387968207
11111,-0.05129329438755058,0.0839908059666091
11112,-0.05129329438755058,0.10627400163123228
11113,-0.040821994520255166,0.06479576059250386
11114,-0.040821994520255166,0.07864830603431554
11115,-0.040821994520255166,0.07864830603431554
11116,-0.030459207484708574,0.08684752543870776
11117,-0.05129329438755058,0.07479769091422221
11118,-0.040821994520255166,0.08318348328801238
11119,0.01980262729617973,0.11981611789663317
11120,0.009950330853168092,0.11687069878435297
11121,0.0769610411361284,0.12506247858825756
11122,-0.040821994520255166,0.08767870251360162
11123,-0.020202707317519466,0.08161461719014189
11124,-0.030459207484708574,0.11279569749661136
11125,-0.020202707317519466,0.0726634387968207
11126,-0.020202707317519466,0.1159269779091049
11127,-0.030459207484708574,0.09126490438927642
11128,-0.040821994520255166,0.14677656757743926
11129,-0.040821994520255166,0.055347266833709205
11130,0.01980262729617973,0.0955160929021155
11131,-0.030459207484708574,0.07789634704538657
11132,-0.020202707317519466,0.09041145720774703
11133,-0.020202707317519466,0.1033287061793235
11134,-0.030459207484708574,0.08684752543870776
11135,-0.05129329438755058,0.06068976676600278
11136,-0.01005033585350145,0.08085221478151769
11137,-0.01005033585350145,0.09814892482013064
11138,0.02955880224154443,0.1304184387714888
11139,-0.01005033585350145,0.11074719654991204
11140,-0.020202707317519466,0.08603199614071055
11141,-0.01005033585350145,0.09387940968211196
11142,0.01980262729617973,0.11981611789663317
11143,-0.020202707317519466,0.1159269779091049
11144,-0.05129329438755058,0.08852598322030597
11145,-0.020202707317519466,0.09905919104130483
11146,-0.040821994520255166,0.08767870251360162
11147,-0.05129329438755058,0.07941495393458849
11148,-0.040821994520255166,0.1009315016989387
11149,-0.020202707317519466,0.09475364581382285
11150,-0.06187540371808753,0.09842023781861813
11151,-0.030459207484708574,0.0823915662709758
11152,0.009950330853168092,0.1287826191909811
11153,-0.030459207484708574,0.09126490438927642
11154,-0.020202707317519466,0.12822164708209496
11155,-0.06187540371808753,0.1371885577053131
11156,-0.08338160893905101,0.07706135582289075
11157,-0.08338160893905101,0.10939279150278318
11158,-0.05129329438755058,0.127624567924855
11159,-0.07257069283483537,0.09484662150093809
11160,-0.11653381625595151,0.1482077160098926
11162,-0.040821994520255166,0.09213466168133358
11163,-0.07257069283483537,0.10387701798022418
11164,-0.05129329438755058,0.1018945405641958
11165,-0.05129329438755058,0.0839908059666091
11166,-0.05129329438755058,0.1018945405641958
11167,-0.030459207484708574,0.07789634704538657
11168,-0.05129329438755058,0.10627400163123228
11169,-0.030459207484708574,0.1042920992898707
11170,-0.030459207484708574,0.07336116979168972
