SA2_code,y.thyroid.male,sd.thyroid.male,y.thyroid.female,sd.thyroid.female,y.thyroid.persons,sd.thyroid.persons
11001,-0.030459207484708574,0.2291681338484151,-0.31471074483970024,0.20453491891875136,-0.23572233352106983,0.24221389489365805
11002,-0.030459207484708574,0.09564436545631289,-0.21072103131565253,0.10751073026308804,-0.16251892949777494,0.09302120244589525
11003,-0.11653381625595151,0.2629132327618976,-0.12783337150988489,0.27548113384526424,-0.15082288973458366,0.24496256983529793
11004,-0.08338160893905101,0.10036239502349709,-0.3285040669720361,0.10814808710004317,-0.2744368457017603,0.0974771616136272
11005,-0.2484613592984996,0.26453494719977544,-0.01005033585350145,0.28182378912186895,-0.12783337150988489,0.225838832321387
11006,-0.16251892949777494,0.12218365848668537,-0.2744368457017603,0.1348910764531933,-0.2744368457017603,0.11919125060280875
11007,-0.13926206733350766,0.13340801023354937,-0.40047756659712525,0.15620759547238977,-0.35667494393873245,0.13943537499983746
11008,-0.06187540371808753,0.1693380310873203,-0.4155154439616658,0.18042859196100933,-0.3011050927839216,0.16372842861229658
11009,-0.06187540371808753,0.16148858269983077,-0.4620354595965587,0.17051126943197642,-0.342490308946776,0.14856990538735992
11010,-0.07257069283483537,0.15087461436175773,-0.3856624808119846,0.17593902361822933,-0.3011050927839216,0.15362504733873553
11011,-0.10536051565782628,0.10700027090921894,-0.3856624808119846,0.10781076207510552,-0.342490308946776,0.09778949959805733
11012,-0.07257069283483537,0.15087461436175773,-0.4942963218147801,0.17524154697969205,-0.3856624808119846,0.15422493462904777
11013,-0.15082288973458366,0.15705440742053486,-0.4462871026284195,0.1795798077332542,-0.35667494393873245,0.16643660023164483
11014,-0.2744368457017603,0.26993829799762303,-0.579818495252942,0.3009024622990358,-0.5978370007556204,0.2624772407227395
11015,-0.1743533871447778,0.123475528376833,-0.4620354595965587,0.14066626602299245,-0.4155154439616658,0.12304186572290203
11016,-0.19845093872383832,0.1590712367504294,-0.4307829160924542,0.1936171539310733,-0.4155154439616658,0.17497181179940327
11017,-0.19845093872383832,0.23510979754659664,-0.579818495252942,0.24770806927637795,-0.527632742082372,0.21544501348191109
11018,-0.18632957819149348,0.2170135095214252,-0.5447271754416722,0.2241666631550234,-0.4780358009429998,0.1957781231998768
11019,-0.2484613592984996,0.24061475031260682,-0.4780358009429998,0.24897251622253463,-0.4462871026284195,0.22256977896679492
11020,-0.21072103131565253,0.15613837302039665,-0.579818495252942,0.17555926618973072,-0.5108256237659907,0.1531145879848664
11021,-0.18632957819149348,0.22101513067500986,-0.4942963218147801,0.2470642785516728,-0.4307829160924542,0.20424679010599267
11022,-0.1743533871447778,0.15131174483113619,-0.4942963218147801,0.1692741797535741,-0.4307829160924542,0.1545660941747803
11023,-0.2484613592984996,0.2487133978413263,-0.6539264674066639,0.279880587626958,-0.5978370007556204,0.24556284923452495
11024,-0.15082288973458366,0.14825756740292975,-0.4620354595965587,0.15878192339896682,-0.3856624808119846,0.14301120671130527
11025,-0.2231435513142097,0.22359945455671185,-0.5621189181535413,0.22733933770285195,-0.4942963218147801,0.20407430731813206
11026,-0.1743533871447778,0.2382770413814275,-0.40047756659712525,0.2529529318374746,-0.342490308946776,0.2140057908586247
