SA2_code,y.leukaemia.male,sd.leukaemia.male,y.leukaemia.female,sd.leukaemia.female,y.leukaemia.persons,sd.leukaemia.persons
11001,0.08617769624105241,0.1349383547816923,-0.01005033585350145,0.16574544678241585,0.058268908123975824,0.11191981044607333
11002,-0.020202707317519466,0.058935146490736945,-0.06187540371808753,0.08938984133933205,-0.030459207484708574,0.0452694467391247
11003,-0.040821994520255166,0.15859649578230375,-0.16251892949777494,0.21677713977819693,-0.09431067947124129,0.13256383568817073
11004,-0.020202707317519466,0.058935146490736945,-0.020202707317519466,0.09475364581382285,-0.030459207484708574,0.05480624929634539
11005,0.03922071315328133,0.1552903016514263,-0.05129329438755058,0.20147091774368747,0,0.12991949917019427
11006,-0.020202707317519466,0.0726634387968207,-0.07257069283483537,0.11712981716556127,-0.040821994520255166,0.06009338553897121
11007,-0.030459207484708574,0.07789634704538657,0.009950330853168092,0.1287826191909811,-0.01005033585350145,0.06748365743762784
11008,-0.01005033585350145,0.10238300788885263,0.09531017980432493,0.15824231035910177,0.02955880224154443,0.08637349821613304
11009,0,0.08875168730787653,0.01980262729617973,0.1353960790497361,0.009950330853168092,0.07936944266551288
11010,0,0.08875168730787653,-0.01005033585350145,0.1350472215444297,0,0.08010395347431873
11011,-0.01005033585350145,0.05837262815191036,0.009950330853168092,0.09217858609973552,0,0.05324490577767493
11012,-0.020202707317519466,0.09475364581382285,0.01980262729617973,0.1353960790497361,0,0.08010395347431873
11013,-0.06187540371808753,0.08938984133933205,0.01980262729617973,0.15051434313461934,-0.040821994520255166,0.08318348328801238
11014,0.06765864847381486,0.16204273077389286,0.41871033485818504,0.21574329123471098,0.23111172096338664,0.1437305640128965
11015,-0.040821994520255166,0.07407245400229491,0.03922071315328133,0.11384875067051517,-0.01005033585350145,0.06294848018393098
11016,-0.09431067947124129,0.09208590597566005,-0.020202707317519466,0.15580696405672548,-0.07257069283483537,0.08565350644855117
11017,-0.08338160893905101,0.13129332452167805,0.03922071315328133,0.1834466361245339,-0.040821994520255166,0.11384875067051518
11018,-0.09431067947124129,0.1149688478967578,0.02955880224154443,0.16740593981136298,-0.05129329438755058,0.1018945405641958
11019,0.08617769624105241,0.14207419252390655,-0.10536051565782628,0.1876146837374068,0.03922071315328133,0.11384875067051517
11020,-0.040821994520255166,0.08767870251360162,-0.030459207484708574,0.12938916265250938,-0.040821994520255166,0.07864830603431554
11021,-0.07257069283483537,0.12577755099911905,-0.09431067947124129,0.17406671296059545,-0.07257069283483537,0.10833297714795613
11022,-0.040821994520255166,0.08767870251360162,-0.01005033585350145,0.1350472215444297,-0.020202707317519466,0.07715865802240994
11023,-0.030459207484708574,0.14148943133481348,-0.01005033585350145,0.20514919572934956,-0.030459207484708574,0.12938916265250938
11024,-0.040821994520255166,0.07864830603431554,-0.040821994520255166,0.11808283373923718,-0.030459207484708574,0.06878531775966909
11025,-0.05129329438755058,0.12342533367153076,-0.11653381625595151,0.16091054846995748,-0.07257069283483537,0.10387701798022418
11026,-0.05129329438755058,0.13178952233259014,-0.12783337150988489,0.17906985858372176,-0.07257069283483537,0.1127503560985248
11027,-0.01005033585350145,0.10658224214217685,-0.030459207484708574,0.15330935953967798,-0.01005033585350145,0.09387940968211196
11028,-0.05129329438755058,0.11919125060280876,-0.01005033585350145,0.16945603827684422,-0.020202707317519466,0.09905919104130483
11029,-0.05129329438755058,0.09747716161362714,0.09531017980432493,0.15139383059780548,0.009950330853168092,0.08367498789299484
11030,-0.020202707317519466,0.06355240951110323,0,0.09725528551461719,-0.01005033585350145,0.05837262815191036
11031,-0.01005033585350145,0.08085221478151769,-0.030459207484708574,0.10856161442788936,-0.01005033585350145,0.06748365743762784
11032,0.01980262729617973,0.08715190424105611,0.058268908123975824,0.11959219685655317,0.03922071315328133,0.07301063451054758
11033,0.009950330853168092,0.104674004471315,0.02955880224154443,0.1492472943508004,0.02955880224154443,0.0946696823343883
11034,-0.020202707317519466,0.09905919104130483,0.06765864847381486,0.1407811509776847,0.01980262729617973,0.08291782117233411
11035,-0.01005033585350145,0.10238300788885263,-0.030459207484708574,0.15330935953967798,-0.01005033585350145,0.08957386445462999
11036,-0.01005033585350145,0.08957386445462999,-0.020202707317519466,0.13225490193266295,-0.01005033585350145,0.07643483583094902
11037,0.02955880224154443,0.1187782970540544,0.12221763272424911,0.16778468705916716,0.0769610411361284,0.10238300788885263
11038,0,0.13385931860586278,0.009950330853168092,0.18096570547690874,0.01980262729617973,0.11184401692567357
11039,-0.01005033585350145,0.10658224214217685,0.009950330853168092,0.1518032494361187,0.009950330853168092,0.08794450303101352
11040,-0.07257069283483537,0.09484662150093809,0.131028262406404,0.12971129509400048,-0.01005033585350145,0.08523167584855416
11041,-0.030459207484708574,0.09998655406238872,-0.05129329438755058,0.1481174463561482,-0.040821994520255166,0.08767870251360162
11042,0,0.093021202445895207,0.0769610411361284,0.12506247858825756,0.03922071315328133,0.0814439518325938
11043,0,0.09725528551461719,0.01980262729617973,0.1353960790497361,0.009950330853168092,0.08367498789299484
11044,-0.07257069283483537,0.10387701798022418,-0.08338160893905101,0.14399615698174295,-0.08338160893905101,0.08650984958168542
11045,0,0.093021202445895207,0.04879016416943205,0.13572478350540895,0.01980262729617973,0.07864830603431543
11046,-0.040821994520255166,0.10957923553249652,0,0.16061772440818042,-0.020202707317519466,0.09475364581382285
11047,-0.01005033585350145,0.08957386445462999,-0.11653381625595151,0.12181196376540848,-0.040821994520255166,0.07407245400229491
11048,0.06765864847381486,0.11097974171420796,-0.05129329438755058,0.14408419150558022,0.02955880224154443,0.09053845262386821
11049,-0.020202707317519466,0.07715865802240994,0,0.12194739819923466,-0.01005033585350145,0.06748365743762784
11050,-0.020202707317519466,0.09905919104130483,0.16551443847757333,0.14569448004216498,0.04879016416943205,0.08895580976774374
11051,0,0.093021202445895207,-0.05129329438755058,0.13592075204311024,-0.01005033585350145,0.08085221478151769
11052,-0.12783337150988489,0.17084058208888317,0.1570037488096647,0.22822051941003307,-0.01005033585350145,0.1467765675774393
11053,-0.06187540371808753,0.12459028597553169,0.009950330853168092,0.17022417017189223,-0.05129329438755058,0.1106161902373081
11054,-0.040821994520255166,0.13467629889513516,-0.020202707317519466,0.16718745258442866,-0.030459207484708574,0.10856161442788936
11055,0,0.10561947417567659,-0.08338160893905101,0.1522923410999982,-0.020202707317519466,0.09041145720774703
11056,0.009950330853168092,0.10054277476079491,-0.10536051565782628,0.15101065064616123,-0.020202707317519466,0.08603199614071055
11057,0.01980262729617973,0.1037453693969541,-0.08338160893905101,0.15639038788431672,-0.01005033585350145,0.09387940968211196
11058,-0.16251892949777494,0.12688603354021802,-0.2484613592984996,0.17539364239940028,-0.23572233352106983,0.10995899296099508
