SA2_code,y.pncr.male,sd.pncr.male,y.pncr.female,sd.pncr.female,y.pncr.persons,sd.pncr.persons
11001,0.009950330853168092,0.13657214578832216,0.058268908123975824,0.13828308113195126,0.058268908123975824,0.11577042556616665
11002,-0.01005033585350145,0.10658224214217685,0,0.05782075780969555,0,0.05324490577767493
11003,0,0.14932123161368369,-0.05129329438755058,0.14408419150558022,-0.040821994520255166,0.13874169157328664
11004,-0.06187540371808753,0.10729357593691875,0,0.062355935063392404,0,0.05324490577767493
11005,0.009950330853168092,0.14803788856998473,0.058268908123975824,0.14917753239244566,0.058268908123975824,0.13088868965104988
11006,-0.05129329438755058,0.11492173546479009,0.01980262729617973,0.07434276080683347,0,0.06685115428898164
11007,-0.030459207484708574,0.12938916265250938,0.009950330853168092,0.08367498789299484,0.02955880224154443,0.07367066575606815
11008,0.01980262729617973,0.13921785034012263,-0.020202707317519466,0.09905919104130483,0,0.093021202445895207
11009,0.06765864847381486,0.13714978987112145,-0.01005033585350145,0.08957386445462999,0.01980262729617973,0.08291782117233411
11010,-0.030459207484708574,0.12938916265250938,-0.020202707317519466,0.08603199614071055,-0.020202707317519466,0.08161461719014189
11011,-0.07257069283483537,0.09938179875463495,-0.020202707317519466,0.058935146490736945,-0.030459207484708574,0.05480624929634539
11012,0.009950330853168092,0.1287826191909811,-0.020202707317519466,0.09041145720774703,-0.01005033585350145,0.08085221478151769
11013,-0.01005033585350145,0.13107674172705472,0.01980262729617973,0.09135113849438033,0.03922071315328133,0.0814439518325938
11014,0.01980262729617973,0.1542249346290477,-0.030459207484708574,0.14939973058785697,0.009950330853168092,0.13657214578832216
11015,-0.030459207484708574,0.12529111586819083,0.009950330853168092,0.07064779299240058,0.01980262729617973,0.06562111113372117
11016,-0.01005033585350145,0.1350472215444297,0.01980262729617973,0.09964732261263559,0.03922071315328133,0.08974013595084906
11017,0.09531017980432493,0.14445217138567354,0.01980262729617973,0.13154546392964278,0.10436001532424286,0.11842460270253574
11018,0.01980262729617973,0.1353960790497361,0.01980262729617973,0.11981611789663317,0.0769610411361284,0.10623362300894595
11019,-0.030459207484708574,0.14545991115218845,0.08617769624105241,0.14207419252390655,0.06765864847381486,0.11480151300459449
11020,-0.020202707317519466,0.12005820761962498,0.04879016416943205,0.0970544572964632,0.06765864847381486,0.07523098527710746
11021,-0.06187540371808753,0.1454178342001517,0,0.1259490193528193,0.03922071315328133,0.11384875067051517
11022,0,0.13385931860586278,0.01980262729617973,0.08291782117233411,0.04879016416943205,0.07656157886516997
11023,0.06765864847381486,0.15856009553389294,0.04879016416943205,0.13943537499983732,0.0769610411361284,0.12874627857473056
11024,0,0.11791414334866665,0,0.08010395347431873,0.058268908123975824,0.06752625075748667
11025,-0.08338160893905101,0.1269877792941961,0.0769610411361284,0.12874627857473056,0.03922071315328133,0.10990893123484664
11026,0.11332868530700327,0.14904919530671487,-0.01005033585350145,0.1350472215444297,0.09531017980432493,0.11570067314530015
11027,0.131028262406404,0.1331703190661325,0.01980262729617973,0.1037453693969541,0.09531017980432493,0.09687181756598853
11028,-0.08338160893905101,0.13556283965969676,0.058268908123975824,0.11577042556616665,-0.020202707317519466,0.1033287061793235
11029,-0.10536051565782628,0.12947985753882627,0.09531017980432493,0.10448694522755778,0.01980262729617973,0.08715190424105611
11030,0,0.11384875067051518,0.04879016416943205,0.06385874640510507,0.03922071315328133,0.05571392447193464
11031,-0.07257069283483537,0.10833297714795613,0.058268908123975824,0.07589043941854608,0.01980262729617973,0.07000057220075763
11032,0.11332868530700327,0.1282216470820949,0.058268908123975824,0.08818510859153614,0.0769610411361284,0.07864830603431543
11033,-0.040821994520255166,0.14277494642385463,0.06765864847381486,0.10324922894859456,0.03922071315328133,0.09383818273516757
11034,0.06765864847381486,0.13349239727999257,0.0769610411361284,0.09459348129151157,0.04879016416943205,0.093021202445895207
11035,-0.07257069283483537,0.13848038345918395,0.06765864847381486,0.09933959999677357,0.02955880224154443,0.09053845262386821
11036,-0.020202707317519466,0.12822164708209496,0.03922071315328133,0.08560890624032898,0.01980262729617973,0.07864830603431543
11037,-0.040821994520255166,0.14277494642385463,0.06765864847381486,0.11480151300459449,0.03922071315328133,0.10193683026388704
11038,0.09531017980432493,0.15139383059780548,0.058268908123975824,0.13088868965104988,0.08617769624105241,0.11664951204029653
11039,-0.11653381625595151,0.12630718299099772,0.02955880224154443,0.10283312179685827,-0.040821994520255166,0.08767870251360162
11040,0,0.12194739819923466,0.03922071315328133,0.09790357541331904,0.009950330853168092,0.08794450303101352
11041,-0.06187540371808753,0.1330236032975779,0.02955880224154443,0.0987677291187068,-0.020202707317519466,0.09041145720774703
11042,-0.01005033585350145,0.1230418657229021,0.10436001532424286,0.09607632583600877,0.06765864847381486,0.07932903206142597
11043,0.01980262729617973,0.13154546392964278,0.04879016416943205,0.10105607845004784,0.03922071315328133,0.08974013595084906
11044,0,0.12194739819923466,0.01980262729617973,0.1037453693969541,0,0.08875168730787653
11045,0.06765864847381486,0.12980859729351957,0.03922071315328133,0.08560890624032898,0.058268908123975824,0.07589043941854608
11046,0.009950330853168092,0.1404227609084155,0.02955880224154443,0.11086799780101092,0.058268908123975824,0.10019046441306373
11047,0.01980262729617973,0.1276655662841227,0.058268908123975824,0.08818510859153614,0.04879016416943205,0.08072653327290515
11048,0.12221763272424911,0.12721730801440503,0.0769610411361284,0.10238300788885263,0.12221763272424911,0.09452401378760796
11049,-0.01005033585350145,0.1230418657229021,0.04879016416943205,0.07656157886516997,0.04879016416943205,0.06812826154312375
11050,-0.040821994520255166,0.1264470224002966,0.02955880224154443,0.0987677291187068,0.01980262729617973,0.08291782117233411
11051,0.06765864847381486,0.13714978987112145,0.03922071315328133,0.09383818273516757,0.058268908123975824,0.08818510859153614
11052,-0.07257069283483537,0.15087461436175773,0.11332868530700327,0.172319864312864,0.03922071315328133,0.14800154795373416
11053,-0.07257069283483537,0.13428114920585973,0,0.11791414334866665,-0.020202707317519466,0.10756278924804549
11054,0.16551443847757333,0.1424343789713635,0.06765864847381486,0.13349239727999257,0.1570037488096647,0.11645849590866336
11055,0.009950330853168092,0.1404227609084155,0.03922071315328133,0.10193683026388704,0.04879016416943205,0.093021202445895207
11056,0,0.1377689475576838,0.03922071315328133,0.10193683026388704,0.058268908123975824,0.08818510859153614
11057,-0.01005033585350145,0.13898704098009823,0.02955880224154443,0.10283312179685827,0.04879016416943205,0.08895580976774374
11058,-0.06187540371808753,0.1288243690442537,-0.09431067947124129,0.11942480706448977,-0.12783337150988489,0.1044869452275578
11059,-0.07257069283483537,0.1467765675774392,-0.040821994520255166,0.1264470224002966,-0.09431067947124129,0.11942480706448977
11060,-0.05129329438755058,0.11919125060280876,-0.01005033585350145,0.06748365743762784,-0.030459207484708574,0.0641680547393028
11061,-0.040821994520255166,0.13467629889513516,0.02955880224154443,0.08217426396280882,0,0.07572449240728225
11062,0.04879016416943205,0.13198700794822893,0.01980262729617973,0.07864830603431543,0.02955880224154443,0.07794018089408683
11063,-0.01005033585350145,0.1467765675774393,0.03922071315328133,0.14800154795373416,0.02955880224154443,0.1304184387714888
11064,0.03922071315328133,0.12931066367833607,0.009950330853168092,0.07064779299240058,0.009950330853168092,0.07064779299240058
11065,-0.020202707317519466,0.12415625440394348,-0.01005033585350145,0.07643483583094902,-0.01005033585350145,0.07197887666321708
11066,-0.030459207484708574,0.13748781018122883,-0.01005033585350145,0.09387940968211196,-0.020202707317519466,0.08603199614071055
11067,0.10436001532424286,0.14677656757743918,-0.030459207484708574,0.11279569749661136,0.02955880224154443,0.11086799780101092
11068,0,0.13385931860586278,-0.01005033585350145,0.08085221478151769,-0.01005033585350145,0.07643483583094902
11069,-0.07257069283483537,0.1214720057716371,0.01980262729617973,0.07434276080683347,-0.01005033585350145,0.07197887666321708
