SA2_code,y.uterine.female,sd.uterine.female
11001,0.0769610411361284,0.13964072983522496
11002,-0.01005033585350145,0.06748365743762784
11003,-0.06187540371808753,0.1846836715145029
11004,-0.030459207484708574,0.06878531775966909
11005,-0.01005033585350145,0.16945603827684422
11006,-0.040821994520255166,0.08767870251360162
11007,-0.030459207484708574,0.09564436545631289
11008,0.0769610411361284,0.12135188709382919
11009,0.058268908123975824,0.10803991280055325
11010,0.01980262729617973,0.1037453693969541
11011,0,0.06685115428898164
11012,0.03922071315328133,0.11384875067051517
11013,-0.08338160893905101,0.10939279150278318
11014,-0.08338160893905101,0.1764009558196643
11015,-0.05129329438755058,0.0839908059666091
11016,-0.06187540371808753,0.12032077083751302
11017,-0.09431067947124129,0.14537297912239336
11018,-0.05129329438755058,0.13592075204311024
11019,-0.11653381625595151,0.15671131421663326
11020,-0.12783337150988489,0.10918932028109046
11021,-0.05129329438755058,0.1481174463561482
11022,-0.08338160893905101,0.10489757227719394
11023,-0.13926206733350766,0.16407327761605214
11024,-0.06187540371808753,0.0939250185930289
11025,-0.1743533871447778,0.14220071554541872
11026,0.009950330853168092,0.1518032494361187
11027,-0.11653381625595151,0.12181196376540848
11028,-0.18632957819149348,0.13903432369007446
11029,-0.18632957819149348,0.119959052224962
11030,-0.08338160893905101,0.07706135582289075
11031,-0.1743533871447778,0.08895580976774378
11032,-0.10536051565782628,0.09772357749942791
11033,-0.08338160893905101,0.12264559068812027
11034,-0.1743533871447778,0.11384875067051523
11035,-0.08338160893905101,0.11826612962108381
11036,-0.12783337150988489,0.0949501426703371
11037,-0.08338160893905101,0.13129332452167805
11038,-0.19845093872383832,0.15449538471840876
11039,-0.2231435513142097,0.11892545008539684
11040,-0.11653381625595151,0.10808367145932471
11041,-0.2613647641344075,0.1178089574743362
11042,-0.08338160893905101,0.10489757227719394
11043,-0.1743533871447778,0.11384875067051523
11044,-0.31471074483970024,0.12354084285962494
11045,-0.09431067947124129,0.1013625993854511
11046,-0.15082288973458366,0.1255780967035248
11047,-0.1743533871447778,0.09403250918262546
11048,-0.13926206733350766,0.1242969809478319
11049,-0.11653381625595151,0.09397574731110529
11050,-0.13926206733350766,0.11031791248450819
11051,-0.10536051565782628,0.11157612294123957
11052,-0.030459207484708574,0.1908412815687681
11053,-0.2484613592984996,0.14677656757743926
11054,-0.08338160893905101,0.1522923410999982
11055,-0.10536051565782628,0.12947985753882627
11056,-0.12783337150988489,0.1184660136908815
11057,-0.15082288973458366,0.11621629126056737
11058,-0.09431067947124129,0.13256383568817073
11059,0.009950330853168092,0.1518032494361187
11060,-0.01005033585350145,0.08085221478151769
11061,0.009950330853168092,0.104674004471315
11062,0.009950330853168092,0.08794450303101352
11063,-0.2231435513142097,0.17620468573390757
11064,-0.07257069283483537,0.090270769468917475
11065,-0.07257069283483537,0.09484662150093809
11066,-0.040821994520255166,0.11808283373923718
11067,-0.09431067947124129,0.1411388960536714
11068,-0.05129329438755058,0.09302120244589519
11069,-0.030459207484708574,0.09126490438927642
11070,0.23901690047049992,0.15474866854839886
11071,0.06765864847381486,0.10712912659411464
11072,0.058268908123975824,0.16683341462585155
11073,-0.040821994520255166,0.10527369030501454
11074,-0.040821994520255166,0.08767870251360162
11076,-0.07257069283483537,0.1214720057716371
11077,-0.040821994520255166,0.1264470224002966
11078,-0.09431067947124129,0.1411388960536714
11079,-0.06187540371808753,0.08019672628694513
11080,0.009950330853168092,0.1404227609084155
11081,-0.05129329438755058,0.07941495393458849
11082,-0.11653381625595151,0.11270093447969101
11083,-0.020202707317519466,0.09475364581382285
11084,-0.09431067947124129,0.12384218601505843
11085,-0.09431067947124129,0.1282216470820949
11086,-0.040821994520255166,0.1009315016989387
11087,-0.040821994520255166,0.11808283373923718
11088,-0.07257069283483537,0.13848038345918395
11089,-0.01005033585350145,0.11074719654991204
11090,-0.01005033585350145,0.1350472215444297
11091,-0.07257069283483537,0.12577755099911905
11092,0.01980262729617973,0.09964732261263559
11093,0.02955880224154443,0.10283312179685827
11094,-0.05129329438755058,0.09747716161362714
11095,-0.01005033585350145,0.10238300788885263
11096,-0.01005033585350145,0.09387940968211196
11097,0.16551443847757333,0.14569448004216498
11098,0.03922071315328133,0.0814439518325938
11099,-0.08338160893905101,0.08650984958168542
11100,-0.030459207484708574,0.13345455533066083
11101,-0.020202707317519466,0.13225490193266295
11102,-0.030459207484708574,0.13748781018122883
11103,-0.05129329438755058,0.0839908059666091
11104,-0.01005033585350145,0.11487842626043211
11105,-0.030459207484708574,0.09564436545631289
11106,-0.05129329438755058,0.127624567924855
11107,-0.030459207484708574,0.09998655406238872
11108,0.01980262729617973,0.1158456380792582
11109,-0.06187540371808753,0.07083492084398772
11110,-0.09431067947124129,0.08263741221686538
11111,-0.05129329438755058,0.1018945405641958
11112,0,0.14164884520320387
